"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","LV",14245,"2","2011","8",11951,11915,0,0,,,,,,,,,0,0,0,0,0,,0,,0,37,0,,0,,"NA","3","NA","2","2","2","1","1","2","1","2","1","1269.93","2","NA","2","2","2","2","1","3","3","2","2","42.33","NA","98.77","0","3","1",,"1",1,,,,,
"2011","LV",14246,"2","2011","4",4021,4011,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"3","3","NA","1","1","2","1","1","1","1","1","6","846.62","1","3","2","2","1","2","1","1","4","2","1","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",14252,"2","2011","3",3694,3635,0,0,,,,,,,,,0,0,0,0,1,,0,,0,59,0,,0,,"NA","3","NA","1","1","2","1","1","3","1","2","4","423.31","2","NA","2","2","2","2","4","1","3","1","2","NA","NA","22.58","0","1","1",,"1",1,,,,,
"2011","LV",14253,"2","2011","8",6908,6905,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3,0,,0,,"NA","2","NA","2","1","2","1","1","3","1","2","3","282.21","1","NA","2","2","2","2","3","1","1","2","1","NA","NA","NA","0","1","1",,"1",1,,,,,
"2011","LV",14255,"2","2011","9",3149,3120,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,25,,"NA","3","NA","2","1","2","1","3","1","1","2","3","352.76","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","278.64","0","1","1",,"1",1,,,,,
"2011","LV",14260,"2","2011","14",6670,6222,0,0,,,,,,,,,0,0,0,0,3646,,0,,0,62,0,,386,,"3","3","NA","1","1","2","1","1","1","1","1","3","1411.03","1","NA","2","2","2","2","2","1","3","2","1","NA","NA","108.58","79.47","1","1",,"1",1,,,,,
"2011","LV",14271,"2","2011","7",6617,6581,0,0,,,,,,,,,0,0,0,0,0,,0,,0,36,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","1","NA","2","NA","2","1","2","1","4","1","2","2","2","NA","NA","126.99","0","1","1",,"1",1,,,,,
"2011","LV",14273,"2","2011","6",2413,1173,0,0,,,,,,,,,0,0,0,0,0,,0,,0,94,0,,1145,,"2","3","NA","2","2","2","1","1","3","1","3","1","423.31","2","NA","2","2","2","2","3","5","2","1","1","NA","NA","112.88","0","1","1",,"1",1,,,,,
"2011","LV",14285,"1","2011","7",2568,2559,0,0,,,,,,,,,0,11,0,0,0,,84,,0,2,0,,8,,"3","3","1","2","2","2","1","1","1","1","1","1","1411.03","3","NA","2","2","2","2","1","2","2","1","1","4.23","NA","98.77","0","1","1",,"1",1,,,,,
"2011","LV",14288,"1","2011","30",1495,1047,0,0,,,,,,,,,0,0,0,0,0,,0,,0,448,0,,0,,"3","2","NA","1","2","1","1","1","1","1","1","2","1058.28","1","NA","2","1","1","2","4","1","2","2","2","NA","NA","112.88","0","1","1",,"1",1,,,,,
"2011","LV",14301,"2","2011","22",1052,1050,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","2","3","2","1","2","1","1","1","1","3","2","846.62","1","1","2","2","2","1","4","1","5","2","1","NA","NA","112.88","115.76","1","1",,"1",1,,,,,
"2011","LV",14306,"2","2011","6",10792,7080,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3712,0,,0,,"3","3","NA","2","1","2","1","1","2","1","1","2","705.52","2","NA","2","2","2","1","4","2","2","2","2","NA","NA","126.99","0","1","1",,"1",1,,,,,
"2011","LV",14310,"2","2011","12",3980,1706,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2275,0,,0,,"NA","2","3","2","1","2","1","1","1","1","3","2","564.41","1","NA","2","2","2","2","4","3","4","1","2","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",14323,"2","2011","16",2220,1887,0,0,,,,,,,,,0,0,0,0,0,,0,,0,19,0,,313,,"NA","3","NA","2","2","2","1","1","1","1","1","3","1411.03","1","NA","2","2","1","2","4","1","3","2","2","NA","NA","134.05","0","1","1",,"1",1,,,,,
"2011","LV",14326,"2","2011","11",11732,9297,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2436,,"NA","2","NA","1","2","2","1","1","2","1","2","3","1128.83","1","NA","2","2","2","2","1","1","1","2","1","NA","NA","211.66","0","3","1",,"1",1,,,,,
"2011","LV",14352,"1","2011","5",2917,2914,0,0,,,,,,,,,0,0,0,304,0,,0,,0,0,0,,3,,"NA","3","NA","2","1","2","1","1","1","1","1","2","1411.03","1","NA","2","1","2","2","4","1","3","2","1","NA","NA","70.55","96.11","1","3",,"1",1,,,,,
"2011","LV",14355,"2","2011","6",5326,4846,0,0,,,,,,,,,0,0,0,0,2023,,0,,0,481,0,,0,,"3","3","3","1","1","1","1","1","1","1","3","2","846.62","3","NA","2","2","2","2","4","1","3","2","2","NA","NA","588.01","0","1","1",,"1",1,,,,,
"2011","LV",14375,"2","2011","10",1513,1414,0,0,,,,,,,,,0,0,0,0,0,,0,,0,99,0,,0,,"NA","3","3","2","1","2","1","1","1","1","1","2","776.07","1","2","2","2","2","1","1","1","3","2","1","NA","NA","123.47","0","3","1",,"1",1,,,,,
"2011","LV",14390,"2","2011","7",12115,11874,0,0,,,,,,,,,0,0,0,0,1125,,0,,0,2,140,,99,,"NA","3","3","1","1","1","1","1","1","1","1","3","846.62","2","2","2","2","2","2","4","3","2","2","1","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",14395,"2","2011","11",0,-160,0,0,,,,,,,,,0,0,0,0,0,,0,,0,160,0,,0,,"NA","3","3","1","1","2","1","1","1","1","1","1","2116.55","2","2","2","2","1","1","4","2","1","1","1","NA","NA","142.51","0","1","1",,"1",1,,,,,
"2011","LV",14425,"2","2011","17",3655,3654,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","2","3","1411.03","1","NA","2","2","2","2","4","3","2","2","2","NA","NA","141.1","178.67","1","1",,"1",1,,,,,
"2011","LV",14428,"2","2011","8",5545,750,0,0,,,,,,,,,0,0,0,1537,0,,0,,0,30,0,,4765,,"NA","3","NA","2","1","2","1","1","1","1","1","2","987.72","2","NA","2","2","2","2","1","1","5","1","1","42.33","NA","395.09","0","1","1",,"1",1,,,,,
"2011","LV",14448,"3","2011","NA",3446,3422,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,24,,"1","3","NA","1","1","2","1","1","1","1","1","1","1128.83","2","NA","2","2","2","2","1","2","1","2","1","NA","NA","2.82","0","3","3",,"1",1,,,,,
"2011","LV",14455,"2","2011","10",6724,5856,0,0,,,,,,,,,0,0,0,0,0,,0,,0,868,0,,0,,"NA","3","3","1","1","2","1","1","3","1","3","3","564.41","1","NA","2","2","1","2","1","3","5","2","1","NA","NA","112.88","0","1","1",,"1",1,,,,,
"2011","LV",14462,"2","2011","13",4506,4495,0,0,,,,,,,,,0,0,0,0,1119,,0,,0,11,0,,0,,"NA","NA","NA","1","1","2","1","2","1","1","1","1","846.62","2","1","2","2","2","2","4","1","5","2","2","NA","NA","21.17","0","1","1",,"1",1,,,,,
"2011","LV",14470,"2","2011","9",6089,3532,0,0,,,,,,,,,0,0,0,0,0,,0,,0,120,0,,2438,,"NA","3","NA","2","2","1","1","1","1","1","3","2","2116.55","2","NA","2","2","2","2","4","1","3","2","1","31.04","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",14481,"2","2011","7",2584,1957,0,0,,,,,,,,,0,0,0,0,0,,0,,0,96,0,,532,,"3","NA","NA","2","1","2","1","1","1","1","3","4","2116.55","1","NA","2","1","2","2","4","1","3","2","1","NA","NA","98.77","0","1","1",,"1",1,,,,,
"2011","LV",14486,"2","2011","4",3972,1245,0,0,,,,,,,,,0,0,0,0,0,,0,,0,56,0,,2671,,"NA","3","3","2","1","2","1","1","1","1","1","1","1411.03","2","2","2","2","2","2","1","1","3","2","1","NA","NA","105.83","115.18","3","1",,"1",1,,,,,
"2011","LV",14495,"2","2011","10",6279,3303,0,0,,,,,,,,,0,0,0,0,0,,0,,0,166,0,,2810,,"NA","1","NA","1","2","2","1","1","1","1","3","3","987.72","2","NA","2","2","2","2","1","3","3","2","1","NA","NA","90.31","0","3","1",,"1",1,,,,,
"2011","LV",14497,"2","2011","8",3251,3250,0,0,,,,,,,,,0,0,0,0,556,,0,,0,2,0,,0,,"NA","3","NA","1","2","2","1","1","3","1","1","1","564.41","1","NA","2","2","1","2","4","1","2","2","1","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",14512,"2","2011","11",2304,1268,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1036,,"NA","2","NA","1","1","2","1","1","2","1","2","2","352.76","1","2","2","1","2","2","4","2","1","2","1","NA","NA","126.99","0","1","1",,"1",1,,,,,
"2011","LV",14524,"2","2011","7",5144,5110,0,0,,,,,,,,,0,0,0,0,0,,0,,0,34,0,,0,,"2","2","NA","2","2","2","1","1","1","1","2","1","917.17","2","NA","2","2","2","2","4","3","4","2","1","NA","NA","317.3","0","1","1",,"1",1,,,,,
"2011","LV",14541,"2","2011","5",0,-1273,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1273,0,,0,,"2","3","NA","1","1","1","1","1","1","1","1","3","2116.55","1","NA","2","2","2","2","4","4","2","1","1","NA","NA","105.83","60.55","1","1",,"1",1,,,,,
"2011","LV",14542,"2","2011","8",5357,5083,0,0,,,,,,,,,0,0,0,0,0,,0,,0,30,0,,244,,"NA","3","NA","1","1","2","1","1","1","1","3","2","1128.83","2","1","1","2","2","1","4","2","3","2","1","NA","NA","102.3","0","1","1",,"1",1,,,,,
"2011","LV",14543,"2","2011","14",19184,19114,0,0,,,,,,,,,0,0,0,0,0,,14,,0,1,65,,4,,"NA","3","3","2","1","2","1","1","3","1","3","1","987.72","3","NA","2","1","2","2","4","1","2","2","1","NA","NA","74.78","0","1","1",,"1",1,,,,,
"2011","LV",14550,"2","2011","14",8225,6103,0,0,,,,,,,,,0,0,0,0,0,,0,,0,121,0,,2001,,"3","3","NA","1","2","1","1","1","1","1","1","2","1411.03","2","1","2","1","2","2","4","1","3","2","1","NA","NA","22.58","0","1","1",,"1",1,,,,,
"2011","LV",14551,"2","2011","10",4726,4697,0,0,,,,,,,,,0,0,680,0,1359,,0,,0,0,0,,28,,"3","3","NA","2","1","1","1","1","1","1","2","1","1411.03","1","NA","2","1","2","2","2","1","3","2","1","14.11","NA","112.88","115.76","1","3",,"1",1,,,,,
"2011","LV",14553,"2","2011","10",2381,2325,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,2,,54,,"NA","3","NA","1","1","2","1","1","1","1","1","4","2116.55","2","1","2","2","2","2","4","1","3","2","1","NA","NA","581.29","0","1","1",,"1",1,,,,,
"2011","LV",14593,"3","2011","8",2919,2867,0,0,,,,,,,,,0,0,0,0,399,,0,,0,52,0,,0,,"NA","3","NA","1","1","2","2","1","3","1","2","3","705.52","2","NA","2","2","2","2","4","1","1","1","2","NA","NA","63.5","0","1","1",,"1",1,,,,,
"2011","LV",14600,"2","2011","9",3940,3883,0,0,,,,,,,,,0,0,0,210,0,,0,,0,58,0,,0,,"NA","2","3","2","2","2","1","1","1","1","2","2","1128.83","1","NA","2","2","1","2","1","1","2","2","1","22.58","NA","155.21","0","3","3",,"1",1,,,,,
"2011","LV",14607,"2","2011","4",11293,9881,0,0,,,,,,,,,0,0,308,96,0,,0,,0,29,0,,1382,,"NA","3","NA","2","2","2","1","1","1","1","1","1","1269.93","1","NA","2","2","2","2","1","1","6","1","2","NA","NA","98.77","0","3","1",,"1",1,,,,,
"2011","LV",14613,"2","2011","10",6457,6262,0,0,,,,,,,,,0,0,0,0,25,,0,,0,195,0,,0,,"3","3","3","1","1","2","2","1","1","1","2","1","846.62","1","NA","2","2","1","1","4","1","4","2","1","NA","NA","52.91","0","1","1",,"1",1,,,,,
"2011","LV",14623,"3","2011","5",3645,3599,0,0,,,,,,,,,0,0,0,0,0,,0,,0,46,0,,0,,"3","2","NA","1","1","2","1","1","1","1","1","2","564.41","1","NA","2","1","2","2","1","2","2","2","2","NA","NA","282.21","0","1","1",,"1",1,,,,,
"2011","LV",14635,"2","2011","14",5112,4703,0,0,,,,,,,,,0,0,0,0,0,,0,,0,39,0,,369,,"NA","3","NA","2","1","2","1","1","2","1","1","3","1693.24","2","NA","2","2","2","2","4","1","2","2","1","84.66","NA","84.66","0","1","1",,"1",1,,,,,
"2011","LV",14642,"2","2011","7",2569,2498,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,71,,"NA","3","NA","1","1","2","1","1","2","1","2","1","2116.55","2","NA","2","2","1","2","4","1","3","2","1","NA","NA","84.66","0","3","1",,"1",1,,,,,
"2011","LV",14661,"2","2011","6",0,-7488,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7488,,"NA","3","NA","1","1","1","2","1","1","1","3","4","705.52","2","2","2","1","2","2","4","1","4","2","2","NA","NA","70.55","160.87","1","1",,"1",1,,,,,
"2011","LV",14677,"2","2011","7",3928,3896,0,0,,,,,,,,,0,0,0,0,0,,0,,0,32,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","5","1411.03","1","NA","2","2","2","2","4","2","2","2","1","NA","NA","NA","95.27","1","1",,"1",1,,,,,
"2011","LV",14678,"2","2011","15",3329,3320,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","2","NA","2","1","2","1","1","1","1","3","1","564.41","2","NA","2","2","2","2","3","1","2","2","2","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",14680,"2","2011","19",2882,2859,0,0,,,,,,,,,0,0,0,0,0,,0,,0,23,0,,0,,"NA","2","NA","1","1","2","1","1","2","1","2","2","1269.93","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","126.99","0","1","1",,"1",1,,,,,
"2011","LV",14700,"2","2011","13",3139,3107,0,0,,,,,,,,,0,0,0,0,290,,0,,0,0,0,,32,,"NA","1","NA","1","1","2","1","1","3","1","1","3","1128.83","2","NA","2","2","2","2","1","1","2","1","1","84.66","NA","211.66","0","1","1",,"1",1,,,,,
"2011","LV",14717,"2","2011","9",3043,3041,0,0,,,,,,,,,0,0,0,36,63,,0,,0,0,0,,2,,"3","3","NA","1","1","2","3","1","1","1","3","4","846.62","2","NA","2","2","2","2","4","1","2","1","1","NA","NA","155.21","0","1","2",,"1",1,,,,,
"2011","LV",14720,"2","2011","11",904,863,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,41,,"NA","3","NA","2","1","2","1","1","3","1","1","3","423.31","1","NA","2","2","2","2","4","1","4","2","1","14.11","NA","126.99","0","1","1",,"1",1,,,,,
"2011","LV",14736,"3","2011","30",2930,2920,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,5,,"NA","3","NA","1","2","2","1","1","1","1","1","4","2116.55","3","NA","2","2","2","1","4","3","5","2","2","NA","NA","NA","0","1","1",,"1",1,,,,,
"2011","LV",14741,"1","2011","9",1010,-7072,0,0,,,,,,,,,0,0,0,0,0,,0,,0,8082,0,,0,,"NA","2","NA","2","2","1","1","1","1","1","1","2","705.52","3","NA","2","2","1","2","1","1","5","1","1","NA","NA","324.81","0","1","3",,"1",1,,,,,
"2011","LV",14742,"3","2011","8",10708,9899,0,0,,,,,,,,,0,0,0,0,0,,0,,0,809,0,,0,,"2","3","NA","1","1","1","1","1","1","1","1","1","564.41","2","NA","2","1","2","2","4","1","2","2","1","NA","NA","163.68","0","1","1",,"1",1,,,,,
"2011","LV",14774,"2","2011","4",9617,9606,0,0,,,,,,,,,0,0,0,0,817,,0,,0,2,0,,10,,"3","3","NA","1","1","1","1","1","1","1","1","3","705.52","1","NA","2","1","1","2","4","2","2","2","1","NA","NA","330.11","117.51","1","1",,"1",1,,,,,
"2011","LV",14784,"2","2011","14",2730,2730,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","2","564.41","1","2","2","2","2","2","4","1","4","2","1","NA","NA","112.88","0","1","1",,"1",1,,,,,
"2011","LV",14814,"2","2011","17",3220,3202,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,17,,"NA","3","NA","1","1","2","1","1","3","1","3","1","1128.83","1","NA","2","2","2","2","4","1","3","2","2","25.4","NA","112.88","0","1","1",,"1",1,,,,,
"2011","LV",14824,"2","2011","5",2932,-761,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3692,0,,0,,"1","3","NA","2","1","2","1","1","1","1","3","4","846.62","2","NA","2","1","2","2","1","3","2","2","1","NA","NA","49.39","0","1","1",,"1",1,,,,,
"2011","LV",14841,"2","2011","6",4909,4895,0,0,,,,,,,,,0,0,0,0,0,,0,,0,14,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","2","1693.24","2","2","2","1","2","1","1","3","3","1","2","NA","NA","42.33","78.28","1","1",,"1",1,,,,,
"2011","LV",14847,"3","2011","7",2928,2597,0,0,,,,,,,,,0,0,0,228,0,,0,,0,7,0,,324,,"NA","3","NA","2","2","2","1","1","2","1","1","1","564.41","2","NA","1","2","2","2","3","1","3","1","1","NA","NA","169.32","0","3","1",,"1",1,,,,,
"2011","LV",14852,"2","2011","16",2340,1710,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,631,,"NA","3","NA","2","1","2","1","1","1","3","3","1","705.52","1","NA","2","2","1","2","4","1","4","2","1","NA","NA","43.74","0","1","1",,"1",1,,,,,
"2011","LV",14866,"2","2011","9",162,-587,0,0,,,,,,,,,0,0,0,0,0,,0,,0,44,623,,83,,"NA","3","NA","1","1","1","1","1","1","1","1","1","423.31","1","NA","2","2","2","2","1","1","6","1","2","84.66","NA","84.66","0","1","1",,"1",1,,,,,
"2011","LV",14879,"1","2011","9",3322,256,0,0,,,,,,,,,0,0,0,0,890,,0,,0,3066,0,,0,,"NA","3","NA","1","2","2","1","1","3","2","3","4","423.31","2","NA","2","2","2","2","4","1","3","1","1","NA","NA","74.78","0","1","1",,"1",1,,,,,
"2011","LV",14886,"2","2011","9",21948,21944,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1693.24","2","1","2","1","2","2","1","1","6","2","1","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",14892,"2","2011","6",16849,15566,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1283,,"3","3","3","1","1","2","1","1","1","1","2","1","846.62","2","2","2","2","2","1","4","1","4","2","1","NA","NA","314.66","115.18","1","1",,"1",1,,,,,
"2011","LV",14900,"2","2011","5",12826,10422,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2404,0,,0,,"NA","1","NA","1","1","2","1","1","1","1","2","1","NA","1","NA","2","2","1","1","3","1","2","2","1","NA","NA","NA","0","1","1",,"1",1,,,,,
"2011","LV",14914,"1","2011","10",2427,2426,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"NA","2","NA","2","2","2","1","1","1","1","3","2","846.62","2","2","2","2","2","2","4","1","3","2","1","NA","NA","183.43","0","1","1",,"1",1,,,,,
"2011","LV",14962,"2","2011","8",1131,898,0,0,,,,,,,,,0,0,0,0,0,,0,,0,234,0,,0,,"NA","2","2","2","1","2","1","1","1","1","1","4","423.31","2","NA","2","2","2","2","3","1","3","2","1","NA","NA","98.77","0","1","1",,"1",1,,,,,
"2011","LV",14966,"2","2011","12",75,63,0,0,,,,,,,,,0,0,75,0,0,,0,,0,12,0,,0,,"3","3","NA","2","2","2","1","1","1","1","2","2","846.62","2","2","2","2","2","2","4","1","4","1","1","12.7","NA","98.77","0","1","3",,"1",1,,,,,
"2011","LV",14977,"2","2011","9",3746,3737,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8,,"NA","3","NA","2","1","2","1","1","3","1","1","3","846.62","1","NA","2","2","2","2","4","1","3","2","1","NA","NA","28.22","0","1","3",,"1",1,,,,,
"2011","LV",14990,"2","2011","5",4684,4523,0,0,,,,,,,,,0,0,0,832,0,,0,,0,8,13,,141,,"NA","3","NA","2","1","2","1","1","1","1","2","4","564.41","3","NA","2","2","1","2","1","3","2","2","1","NA","NA","183.43","0","3","3",,"1",1,,,,,
"2011","LV",14992,"2","2011","10",22589,19531,0,0,,,,,,,,,0,0,0,0,0,,0,,0,114,0,,2944,,"3","3","3","2","1","2","1","1","1","1","2","2","846.62","2","2","2","2","2","2","1","1","3","2","1","NA","NA","192.42","0","1","1",,"1",1,,,,,
"2011","LV",14999,"2","2011","5",4094,4050,0,0,,,,,,,,,0,0,370,0,0,,0,,0,3,40,,0,,"NA","2","3","1","2","2","1","1","1","1","1","3","324.54","2","NA","1","1","2","2","4","1","1","2","2","NA","NA","84.66","0","1","1",,"1",1,,,,,
"2011","LV",15024,"2","2011","9",0,-50,0,0,,,,,,,,,0,0,0,0,0,,0,,0,19,0,,31,,"NA","3","2","2","1","2","1","1","1","1","3","3","705.52","3","NA","2","2","1","2","NA","1","2","2","1","NA","NA","272.33","0","1","1",,"1",1,,,,,
"2011","LV",15042,"2","2011","12",5268,5258,0,0,,,,,,,,,0,0,0,0,2646,,0,,0,1,0,,9,,"NA","2","NA","1","1","2","1","1","3","1","1","2","282.21","2","NA","2","2","2","2","4","4","2","1","1","NA","NA","211.66","0","1","3",,"1",1,,,,,
"2011","LV",15047,"2","2011","9",1950,1561,0,0,,,,,,,,,0,0,0,155,134,,0,,0,3,0,,386,,"NA","3","NA","1","2","1","1","1","1","1","3","3","705.52","2","1","2","2","1","2","4","1","3","2","2","NA","NA","31.04","0","1","1",,"1",1,,,,,
"2011","LV",15074,"2","2011","7",2919,2918,0,0,,,,,,,,,0,0,0,348,0,,0,,0,1,0,,0,,"3","3","NA","2","1","2","1","1","1","1","2","1","846.62","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","169.32","0","1","1",,"1",1,,,,,
"2011","LV",15078,"2","2011","5",4687,4651,0,0,,,,,,,,,0,0,0,634,0,,0,,0,0,0,,36,,"NA","2","NA","2","1","1","1","1","3","2","2","4","987.72","1","NA","2","2","2","2","4","1","5","1","1","NA","NA","77.61","0","3","1",,"1",1,,,,,
"2011","LV",15086,"2","2011","18",875,870,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"NA","2","NA","2","1","2","1","1","1","2","3","1","846.62","2","2","2","2","2","2","1","1","3","2","1","NA","NA","141.1","0","2","1",,"1",1,,,,,
"2011","LV",15090,"3","2011","15",10202,9924,0,0,,,,,,,,,0,0,0,0,0,,0,,0,185,0,,93,,"NA","3","NA","2","1","1","1","1","3","1","1","3","1411.03","2","NA","2","2","2","2","4","1","1","2","1","NA","NA","98.77","118.1","1","1",,"1",1,,,,,
"2011","LV",15100,"2","2011","9",4643,742,0,0,,,,,,,,,0,0,0,0,0,,0,,0,344,1375,,2181,,"NA","3","3","1","1","2","1","1","1","1","1","3","846.62","1","NA","2","2","2","2","3","1","5","1","1","95.95","NA","112.88","81.9","1","1",,"1",1,,,,,
"2011","LV",15103,"2","2011","6",908,440,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,196,,272,,"NA","3","NA","1","1","2","1","1","1","1","1","4","846.62","3","2","2","2","2","1","1","3","4","1","1","NA","NA","270.65","0","1","1",,"1",1,,,,,
"2011","LV",15104,"2","2011","12",3581,2779,0,0,,,,,,,,,0,0,105,0,0,,0,,0,802,0,,0,,"NA","2","NA","2","1","1","1","1","3","3","1","1","423.31","2","NA","2","2","2","1","1","1","1.5","2","1","NA","NA","NA","0","1","1",,"1",1,,,,,
"2011","LV",15135,"2","2011","52",6455,5694,0,0,,,,,,,,,0,0,0,264,550,,0,,0,17,0,,743,,"3","3","NA","2","1","2","1","1","3","1","1","1","564.41","3","NA","2","2","2","1","4","1","2","2","1","18.34","NA","28.22","0","1","1",,"1",1,,,,,
"2011","LV",15141,"3","2011","15",8022,6552,0,0,,,,,,,,,0,0,0,0,0,,0,,0,212,0,,1259,,"3","2","NA","1","1","2","1","1","2","1","2","3","705.52","1","NA","2","2","2","1","4","4","3","2","1","NA","NA","211.66","0","1","1",,"1",1,,,,,
"2011","LV",15152,"2","2011","8",4038,-4142,0,0,,,,,,,,,0,0,0,203,0,,0,,0,84,0,,8096,,"NA","3","3","1","1","2","1","1","1","1","2","2","176.38","2","NA","2","2","2","2","4","4","3","2","2","NA","NA","77.61","0","1","1",,"1",1,,,,,
"2011","LV",15158,"2","2011","9",1206,1196,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"NA","2","NA","2","2","1","1","1","2","1","3","3","987.72","1","NA","2","2","2","1","1","1","3","1","1","28.22","NA","84.66","0","3","1",,"1",1,,,,,
"2011","LV",15159,"2","2011","4",2528,2480,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,47,,"2","3","NA","2","1","2","1","1","1","1","3","3","423.31","1","1","2","2","2","2","4","1","3","1","1","NA","NA","123.47","0","1","3",,"1",1,,,,,
"2011","LV",15164,"2","2011","15",1215,-2632,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3847,,"NA","2","NA","2","1","2","1","1","1","1","1","3","1411.03","1","NA","2","2","2","2","4","2","3","1","1","NA","NA","84.66","0","3","1",,"1",1,,,,,
"2011","LV",15166,"2","2011","8",6876,6866,0,0,,,,,,,,,0,0,0,0,3641,,0,,0,0,0,,10,,"3","3","NA","1","1","2","1","1","1","1","1","3","2116.55","1","NA","1","2","2","2","4","5","6","1","2","NA","NA","277.82","79.47","1","1",,"1",1,,,,,
"2011","LV",15172,"2","2011","8",9811,9604,0,0,,,,,,,,,0,0,0,218,0,,0,,0,207,0,,0,,"NA","3","NA","2","1","2","1","1","1","3","2","2","846.62","1","NA","2","2","2","2","4","1","6","2","1","NA","NA","2.82","0","3","1",,"1",1,,,,,
"2011","LV",15177,"2","2011","8",3844,3843,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,0,,"NA","3","NA","1","2","1","1","1","1","1","1","3","1411.03","1","NA","1","2","2","2","NA","1","4","2","2","NA","NA","178.31","95.91","1","3",,"1",1,,,,,
"2011","LV",15196,"2","2011","18",17050,16861,0,0,,,,,,,,,0,0,0,0,0,,0,,0,189,0,,0,,"NA","3","NA","1","2","2","1","1","1","1","3","1","423.31","2","2","2","2","1","2","4","1","3","2","1","NA","NA","126.99","0","3","1",,"1",1,,,,,
"2011","LV",15198,"2","2011","7",3624,1394,0,0,,,,,,,,,0,0,0,378,0,,0,,0,38,0,,2192,,"NA","3","NA","2","1","2","1","1","1","1","1","3","4233.1","2","NA","2","2","2","2","4","1","3","2","1","42.33","NA","NA","81.9","1","1",,"1",1,,,,,
"2011","LV",15209,"2","2011","14",5293,5169,0,0,,,,,,,,,0,0,623,688,0,,0,,0,123,0,,0,,"3","3","NA","1","2","1","1","1","3","1","3","2","423.31","2","NA","2","2","2","1","1","1","3","2","1","NA","NA","77.61","0","3","1",,"1",1,,,,,
