"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","BG",17016,"2","2011","20",2464,1968,0,0,,,,,,,,,0,0,0,0,0,,0,,0,496,0,,0,,"NA","3","NA","1","1","2","1","1","1","3","1","3","1533.9","2","NA","2","2","2","2","4","1","2","2","2","NA","255.65","135.49","0","1","1",,"1",1,,,,,
"2011","BG",17019,"2","2011","20",1047,1027,0,0,,,,,,,,,0,0,0,0,0,,0,,0,20,0,,0,,"NA","1","NA","2","2","2","1","1","3","1","2","1","766.95","1","NA","1","2","2","2","4","1","3","2","1","NA","153.39","80.79","0","1","1",,"1",1,,,,,
"2011","BG",17024,"2","2011","15",5473,5450,0,0,,,,,,,,,0,0,0,0,0,,0,,0,23,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","2","2","1022.6","1","NA","2","2","2","2","1","5","4","2","1","NA","51.13","47.04","0","1","1",,"1",1,,,,,
"2011","BG",17070,"2","2011","30",5267,5266,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","3","NA","1","2","2","2","1","1","1","1","2","1278.25","1","NA","2","2","1","1","1","1","2","2","1","NA","46.02","117.6","0","1","1",,"1",1,,,,,
"2011","BG",17076,"2","2011","15",1650,1644,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","2","NA","2","1","2","1","1","1","2","2","2","1022.6","2","NA","2","2","2","2","4","1","2","1","2","102.26","204.52","82.83","0","1","2",,"1",1,,,,,
"2011","BG",17080,"2","2011","20",1422,1417,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","NA","2","2","2","1","1","2","1","1","1","766.95","2","NA","2","2","1","2","2","1","4","2","2","NA","NA","33.23","0","1","1",,"1",1,,,,,
"2011","BG",17094,"2","2011","80",1365,1353,0,0,,,,,,,,,0,0,0,0,0,,0,,0,13,0,,0,,"NA","3","1","2","2","2","1","1","1","1","2","4","2556.5","2","NA","2","2","2","2","4","1","3","2","1","NA","102.26","104.82","0","1","1",,"1",1,,,,,
"2011","BG",17117,"3","2011","20",6639,6081,0,0,,,,,,,,,0,0,181,0,390,,0,,0,557,0,,0,,"3","2","NA","2","1","2","1","1","1","1","1","1","511.3","2","NA","2","2","2","2","1","1","2","2","1","NA","76.69","99.7","0","1","1",,"1",1,,,,,
"2011","BG",17123,"3","2011","60",1302,1290,0,0,,,,,,,,,0,0,0,0,479,,0,,0,0,0,,12,,"NA","2","NA","1","2","2","1","1","1","1","1","2","511.3","2","NA","2","2","2","2","1","1","3","2","2","NA","306.78","43.46","0","1","1",,"1",1,,,,,
"2011","BG",17124,"2","2011","30",1474,1364,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,110,,"NA","3","NA","2","2","2","1","1","3","3","2","3","460.17","1","NA","2","2","2","2","4","1","3","2","2","NA","46.02","90.5","0","1","1",,"1",1,,,,,
"2011","BG",17126,"2","2011","15",2007,1956,0,0,,,,,,,,,0,0,0,0,0,,0,,0,51,0,,0,,"NA","3","NA","2","2","2","3","1","1","1","1","3","0.51","2","NA","2","2","2","2","4","1","2","2","2","76.69","511.3","158.5","0","1","1",,"1",1,,,,,
"2011","BG",17137,"2","2011","30",202,112,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,89,,"NA","3","NA","1","1","2","1","1","3","1","1","3","1124.86","3","NA","1","2","2","2","4","1","3","2","1","NA","127.82","57.78","0","1","1",,"1",1,,,,,
"2011","BG",17146,"2","2011","60",1353,583,0,0,,,,,,,,,0,0,0,0,0,,0,,0,109,661,,0,,"NA","3","NA","2","1","1","1","2","1","1","1","2","766.95","1","NA","2","2","1","2","4","5","3","2","1","35.79","127.82","37.84","0","1","1",,"1",1,,,,,
"2011","BG",17189,"2","2011","16",4383,4378,0,0,,,,,,,,,0,0,159,0,2806,,0,,0,5,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","2","2","1022.6","2","NA","2","2","2","1","4","1","2","2","1","NA","255.65","227.53","0","1","1",,"1",1,,,,,
"2011","BG",17202,"2","2011","30",1576,1508,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,21,,43,,"NA","1","3","2","1","1","1","1","3","1","1","2","511.3","1","NA","2","1","2","1","4","1","3","1","1","NA","76.69","96.12","0","1","1",,"1",1,,,,,
"2011","BG",17270,"2","2011","20",3215,2290,0,0,,,,,,,,,0,0,0,0,0,,0,,0,152,0,,774,,"NA","3","NA","2","1","2","2","1","3","1","1","2","1533.9","1","NA","2","2","2","2","4","1","3","2","1","NA","76.69","136.01","0","1","3",,"1",1,,,,,
"2011","BG",17273,"2","2011","12",1100,569,0,0,,,,,,,,,0,0,0,0,0,,0,,0,531,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","3","2","1533.9","2","NA","2","2","2","1","1","1","2","2","1","NA","178.95","84.36","0","1","1",,"1",1,,,,,
"2011","BG",17316,"3","2011","28",2633,2624,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","3","NA","2","2","2","2","1","1","1","2","3","1278.25","2","NA","2","2","2","2","1","1","4","2","1","NA","25.56","64.94","0","1","1",,"1",1,,,,,
"2011","BG",17378,"2","2011","25",907,905,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","3","NA","2","2","2","1","1","3","1","3","3","664.69","1","NA","2","2","1","1","4","1","4","1","1","NA","15.34","40.9","0","3","3",,"1",1,,,,,
"2011","BG",17394,"2","2011","40",1398,1340,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,51,,"NA","3","NA","1","2","2","1","1","3","1","1","2","1022.6","2","NA","1","1","2","2","2","5","5","1","2","NA","127.82","71.07","0","1","1",,"1",1,,,,,
"2011","BG",17398,"2","2011","15",1411,1392,0,0,,,,,,,,,0,0,0,0,0,,0,,0,19,0,,0,,"NA","2","NA","2","2","2","1","1","3","2","1","1","511.3","3","NA","2","1","2","2","1","1","4","2","2","NA","61.36","153.39","0","1","1",,"1",1,,,,,
"2011","BG",17401,"2","2011","22",1370,1367,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,2,,"NA","2","NA","2","1","2","1","1","1","1","2","3","1022.6","2","NA","2","2","2","2","2","1","5","2","1","NA","127.82","138.56","0","3","1",,"1",1,,,,,
"2011","BG",17438,"2","2011","8",2328,1968,0,0,,,,,,,,,0,0,0,0,0,,0,,0,360,0,,0,,"NA","2","NA","2","1","1","2","1","1","1","3","2","357.91","2","NA","2","2","1","1","4","1","3","1","2","NA","127.82","85.39","0","1","1",,"1",1,,,,,
"2011","BG",17442,"3","2011","30",2272,2268,0,0,,,,,,,,,0,0,251,0,0,,0,,0,4,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","3","178.95","2","NA","2","2","2","2","1","1","3","2","1","NA","102.26","69.03","0","1","1",,"1",1,,,,,
"2011","BG",17456,"2","2011","60",838,822,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16,,"NA","3","NA","2","1","2","1","1","3","1","2","1","1022.6","1","NA","2","2","2","2","1","1","1","1","1","NA","20.45","69.03","0","1","1",,"1",1,,,,,
"2011","BG",17460,"2","2011","20",1432,1321,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,112,,"NA","2","NA","2","2","2","1","1","2","1","3","2","1278.25","2","NA","2","2","2","2","1","3","1","2","1","NA","25.56","122.71","0","1","1",,"1",1,,,,,
"2011","BG",17481,"2","2011","15",2658,2445,0,0,,,,,,,,,0,0,0,0,130,,0,,0,214,0,,0,,"NA","3","NA","1","2","2","1","1","2","2","1","1","613.56","2","NA","2","2","2","2","1","1","2","2","1","NA","204.52","82.83","0","2","1",,"1",1,,,,,
"2011","BG",17526,"3","2011","20",1232,1232,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"3","3","NA","2","2","1","1","1","1","1","1","1","409.04","1","NA","2","1","2","1","4","1","3","2","1","NA","102.26","107.37","0","3","1",,"1",1,,,,,
"2011","BG",17539,"2","2011","35",1460,1380,0,0,,,,,,,,,0,0,0,0,0,,0,,0,8,0,,73,,"NA","3","3","2","2","1","1","1","2","1","2","1","0.51","1","NA","2","2","2","2","1","1","4","2","1","NA","NA","55.22","0","1","3",,"1",1,,,,,
"2011","BG",17588,"3","2011","20",1149,1144,0,0,,,,,,,,,0,0,0,0,149,,0,,0,0,0,,4,,"3","3","NA","2","1","1","1","1","1","1","2","3","2556.5","1","1","2","2","2","2","4","1","2","2","1","NA","40.9","47.55","0","1","3",,"1",1,,,,,
"2011","BG",17595,"2","2011","30",2235,1885,0,0,,,,,,,,,0,0,0,0,670,,0,,0,94,0,,255,,"NA","3","NA","2","1","2","1","1","1","1","1","3","1022.6","2","NA","2","2","2","2","NA","1","2","2","2","NA","25.56","157.99","0","1","1",,"1",1,,,,,
"2011","BG",17604,"2","2011","20",1658,1454,0,0,,,,,,,,,0,0,0,0,0,,0,,0,204,0,,0,,"NA","NA","NA","2","2","2","1","1","1","1","3","3","869.21","3","NA","2","2","1","1","1","1","4","2","1","NA","20.45","52.15","0","1","1",,"1",1,,,,,
"2011","BG",17617,"2","2011","15",682,674,0,0,,,,,,,,,0,0,0,0,0,,0,,0,8,0,,0,,"NA","1","NA","2","2","2","1","1","1","3","3","1","511.3","1","NA","2","2","2","1","1","2","3","1","2","NA","15.34","95.61","0","1","2",,"1",1,,,,,
"2011","BG",17619,"2","2011","30",1520,1502,0,0,,,,,,,,,0,0,56,0,0,,0,,0,0,0,,17,,"NA","1","3","1","2","1","1","1","3","1","2","2","766.95","1","NA","2","2","2","2","4","1","2","2","2","NA","20.45","70.56","0","1","1",,"1",1,,,,,
"2011","BG",17626,"2","2011","40",2023,1986,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,37,,"NA","3","NA","2","1","2","1","1","1","1","2","1","1022.6","2","NA","2","2","1","1","1","1","5","2","2","NA","51.13","52.66","0","1","3",,"1",1,,,,,
"2011","BG",17632,"2","2011","20",1633,1628,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","3","511.3","3","NA","2","2","2","2","1","1","3","2","1","NA","153.39","38.35","0","1","1",,"1",1,,,,,
"2011","BG",17640,"2","2011","25",1260,1248,0,0,,,,,,,,,0,0,39,0,0,,0,,0,0,0,,12,,"NA","3","NA","1","1","2","1","1","2","1","1","3","766.95","1","NA","2","2","2","2","3","1","1","2","1","NA","NA","115.55","0","3","2",,"1",1,,,,,
"2011","BG",17645,"2","2011","15",1651,1647,0,0,,,,,,,,,0,0,195,0,420,,0,,0,0,0,,4,,"NA","3","NA","2","2","1","1","1","2","1","1","4","1533.9","2","NA","2","2","2","1","4","5","5","2","2","NA","102.26","107.37","0","1","1",,"1",1,,,,,
"2011","BG",17662,"2","2011","25",1547,1525,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,18,,"NA","1","NA","2","1","2","1","1","2","1","1","2","766.95","2","NA","2","2","2","2","1","1","4","2","2","NA","102.26","38.35","0","1","1",,"1",1,,,,,
"2011","BG",17665,"2","2011","30",1462,1367,0,0,,,,,,,,,0,0,0,0,506,,0,,0,95,0,,0,,"NA","3","NA","2","1","1","1","1","1","3","1","2","434.6","2","NA","2","2","2","2","4","5","1","2","2","NA","76.69","61.87","0","2","1",,"1",1,,,,,
"2011","BG",17682,"3","2011","25",6622,6213,0,0,,,,,,,,,0,0,0,0,0,,0,,0,408,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","1","3","766.95","2","NA","2","2","2","2","4","1","3","2","1","NA","127.82","25.56","0","2","1",,"1",1,,,,,
"2011","BG",17701,"2","2011","30",5336,4801,0,0,,,,,,,,,0,0,0,0,485,,0,,0,23,264,,247,,"NA","3","NA","2","2","1","1","1","3","1","2","2","766.95","3","NA","1","2","2","2","4","1","4","2","2","NA","102.26","166.17","0","3","1",,"1",1,,,,,
"2011","BG",17721,"3","2011","35",2648,2164,0,0,,,,,,,,,0,0,0,0,0,,0,,0,484,0,,0,,"3","3","NA","1","1","1","1","1","1","3","1","5","511.3","2","NA","2","2","2","2","4","1","6","2","1","NA","255.65","91.01","0","1","1",,"1",1,,,,,
"2011","BG",17732,"2","2011","30",994,985,0,0,,,,,,,,,0,0,56,0,0,,0,,0,0,0,,9,,"3","3","2","2","2","1","1","1","1","1","3","4","332.34","1","1","2","1","2","2","3","1","3","2","1","NA","15.34","75.67","0","2","3",,"1",1,,,,,
"2011","BG",17752,"2","2011","40",5758,5631,0,0,,,,,,,,,0,0,236,0,254,,0,,0,3,0,,125,,"3","3","NA","1","1","2","1","1","1","1","3","3","1533.9","2","NA","2","2","2","2","1","1","3","2","1","NA","76.69","119.13","0","1","3",,"1",1,,,,,
"2011","BG",17763,"2","2011","30",1703,1681,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,7,,14,,"NA","1","3","2","2","2","1","1","3","2","2","1","511.3","2","NA","2","2","2","1","4","4","2","2","2","NA","76.69","238.78","0","3","1",,"1",1,,,,,
"2011","BG",17779,"2","2011","30",1866,1217,0,0,,,,,,,,,0,0,0,0,0,,0,,0,649,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","2","2","818.08","2","NA","2","2","2","2","1","1","2","1","2","NA","51.13","189.18","0","2","1",,"1",1,,,,,
"2011","BG",17812,"3","2011","15",3389,3139,0,0,,,,,,,,,0,0,0,0,0,,0,,0,13,0,,237,,"NA","3","3","2","2","1","1","1","1","1","1","2","818.08","1","NA","2","2","1","2","2","1","3","2","1","NA","102.26","56.24","0","1","1",,"1",1,,,,,
"2011","BG",17871,"2","2011","25",1269,1163,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,106,,"NA","3","NA","2","2","2","1","1","3","1","1","1","1022.6","2","NA","2","2","2","2","4","1","4","2","1","19.43","204.52","102.26","0","1","3",,"1",1,,,,,
"2011","BG",17872,"2","2011","25",1476,1456,0,0,,,,,,,,,0,0,0,0,0,,0,,0,21,0,,0,,"NA","3","3","2","1","2","1","1","1","1","1","4","460.17","3","NA","2","2","2","2","4","5","6","2","2","NA","51.13","43.46","0","1","1",,"1",1,,,,,
"2011","BG",17882,"3","2011","25",2213,2174,0,0,,,,,,,,,0,0,0,0,1145,,0,,0,40,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","2","818.08","1","NA","2","2","2","2","4","5","3","2","2","NA","40.9","64.94","0","2","1",,"1",1,,,,,
"2011","BG",17893,"3","2011","25",1240,1201,0,0,,,,,,,,,0,0,0,0,0,,0,,0,39,0,,0,,"NA","1","NA","2","1","2","1","1","1","1","1","2","1022.6","2","NA","2","2","2","2","1","1","3","2","1","NA","127.82","49.43","0","3","3",,"1",1,,,,,
"2011","BG",17898,"2","2011","15",2725,2126,825,825,,,,,,,,,825,0,0,0,0,,0,,0,35,183,,381,,"NA","3","NA","2","2","1","1","1","1","1","2","1","409.04","2","NA","2","2","1","2","4","1","3","2","1","NA","102.26","50.11","0","1","3",,"1",1,,,,,
"2011","BG",17905,"3","2011","30",1355,1355,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"2","3","NA","2","1","1","1","1","1","1","3","2","1278.25","2","NA","2","2","2","2","1","1","3","2","1","NA","204.52","138.05","0","1","1",,"1",1,,,,,
"2011","BG",17918,"2","2011","20",1670,1651,0,0,,,,,,,,,0,0,70,0,93,,0,,0,5,0,,14,,"NA","2","NA","2","1","2","1","1","3","1","1","2","409.04","2","NA","2","2","2","1","1","4","3","2","1","NA","178.95","79.25","0","1","2",,"1",1,,,,,
"2011","BG",17940,"2","2011","23",1537,1477,0,0,,,,,,,,,0,0,0,0,0,,0,,0,60,0,,0,,"3","3","NA","2","1","2","2","1","1","1","2","1","766.95","2","NA","2","2","1","2","4","1","3","2","1","NA","61.36","86.07","0","1","1",,"1",1,,,,,
"2011","BG",17994,"2","2011","35",885,874,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"NA","3","1","2","2","2","1","1","1","1","1","3","1278.25","1","NA","2","2","2","2","4","1","5","2","1","NA","NA","173.84","0","1","1",,"1",1,,,,,
"2011","BG",18022,"2","2011","40",7068,6244,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,824,,"NA","2","NA","2","1","1","1","1","3","3","1","2","766.95","1","NA","2","2","2","2","1","1","3","2","2","NA","51.13","89.99","0","3","1",,"1",1,,,,,
"2011","BG",18026,"2","2011","15",1038,902,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,136,,"NA","3","NA","2","2","2","1","1","2","1","2","3","1278.25","1","NA","2","2","2","1","1","1","3","1","1","NA","25.56","74.14","0","1","1",,"1",1,,,,,
"2011","BG",18037,"2","2011","30",0,-411,0,0,,,,,,,,,0,0,0,0,0,,0,,0,92,0,,319,,"NA","3","NA","2","2","1","1","1","2","1","1","2","1022.6","1","NA","2","1","2","2","4","1","3","2","1","NA","153.39","50.11","0","1","1",,"1",1,,,,,
"2011","BG",18040,"2","2011","40",1126,1121,0,0,,,,,,,,,0,0,83,0,30,,0,,0,0,0,,4,,"NA","3","NA","2","2","2","1","1","2","1","1","4","306.78","3","NA","2","2","1","2","4","1","1","2","2","NA","5.11","86.92","0","2","1",,"1",1,,,,,
"2011","BG",18050,"2","2011","15",1860,1369,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,480,,"NA","3","NA","2","2","2","1","1","3","1","1","1","204.52","2","NA","2","1","1","2","1","1","3","2","1","NA","102.26","81.81","0","1","1",,"1",1,,,,,
"2011","BG",18053,"2","2011","30",10045,9649,0,0,,,,,,,,,0,0,0,0,0,,0,,0,71,0,,325,,"NA","1","NA","1","1","1","1","1","1","1","1","2","1022.6","2","NA","2","2","2","2","4","1","4","2","1","NA","255.65","91.01","0","1","1",,"1",1,,,,,
"2011","BG",18056,"3","2011","10",1469,1466,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,,"NA","3","2","2","1","2","1","1","1","1","2","3","1022.6","3","NA","2","2","2","1","4","1","3","2","2","NA","NA","50.11","0","1","2",,"1",1,,,,,
"2011","BG",18082,"2","2011","70",664,660,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,4,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","1","511.3","1","NA","2","2","2","2","4","1","4","2","2","NA","25.56","117.6","0","1","1",,"1",1,,,,,
"2011","BG",18093,"3","2011","30",2782,2743,0,0,,,,,,,,,0,0,1240,0,0,,0,,0,38,0,,0,,"NA","2","NA","2","1","1","1","1","3","1","1","2","1533.9","2","NA","2","2","2","1","1","1","3","2","1","NA","204.52","104.82","0","1","1",,"1",1,,,,,
"2011","BG",18127,"2","2011","30",1709,1707,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,0,,"2","3","NA","2","2","2","2","1","1","1","2","2","1278.25","2","NA","2","2","2","2","2","1","2","2","1","NA","102.26","331.32","0","2","1",,"1",1,,,,,
"2011","BG",18143,"2","2011","20",795,378,0,0,,,,,,,,,0,0,0,0,0,,0,,0,48,0,,368,,"NA","2","NA","1","2","1","1","1","1","1","2","2","766.95","2","NA","2","2","1","2","1","2","2","2","2","NA","102.26","97.15","0","1","1",,"1",1,,,,,
"2011","BG",18171,"3","2011","60",2842,2838,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","1","1","511.3","2","NA","2","2","2","2","4","1","1","2","1","NA","76.69","56.75","0","1","1",,"1",1,,,,,
"2011","BG",18172,"2","2011","20",1766,1761,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5,,"NA","3","NA","1","1","2","1","1","1","1","2","3","1329.38","1","NA","2","2","2","2","1","1","3","2","1","NA","102.26","286.03","0","1","1",,"1",1,,,,,
"2011","BG",18178,"2","2011","15",4744,3800,0,0,,,,,,,,,0,0,0,0,0,,0,,0,944,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","1","1022.6","2","NA","2","1","2","2","3","1","2","2","1","NA","127.82","117.68","0","1","1",,"1",1,,,,,
"2011","BG",18268,"2","2011","25",1049,1024,0,0,,,,,,,,,0,0,0,0,0,,0,,0,25,0,,0,,"NA","3","NA","1","2","1","1","1","3","3","1","2","1022.6","2","NA","1","1","2","2","1","1","3","2","1","NA","127.82","106.35","0","1","1",,"1",1,,,,,
"2011","BG",18281,"2","2011","30",3124,3120,0,0,,,,,,,,,0,0,0,0,1893,,0,,0,4,0,,0,,"NA","3","NA","2","2","2","1","1","3","1","1","2","766.95","2","NA","2","2","2","2","4","1","2","2","1","NA","25.56","40.9","0","1","3",,"1",1,,,,,
"2011","BG",18282,"2","2011","40",1583,1368,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,210,,"NA","3","3","2","1","2","1","1","3","1","1","2","1533.9","1","NA","2","2","1","2","1","1","4","2","1","NA","51.13","79.25","0","1","3",,"1",1,,,,,
"2011","BG",18298,"2","2011","20",1945,341,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1604,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","2","1533.9","2","1","2","2","2","2","1","1","6","2","2","NA","102.26","119.64","0","3","2",,"1",1,,,,,
"2011","BG",18311,"2","2011","30",15024,14787,0,0,,,,,,,,,0,0,0,0,93,,0,,0,0,0,,237,,"NA","3","NA","2","1","2","1","1","2","2","2","2","766.95","2","2","2","2","2","2","1","5","3","2","2","NA","51.13","15.34","0","1","1",,"1",1,,,,,
"2011","BG",18332,"3","2011","30",1760,1737,0,0,,,,,,,,,0,0,0,0,0,,0,,0,23,0,,0,,"NA","3","NA","2","2","2","2","1","1","1","1","3","920.34","2","NA","2","2","2","2","4","1","2","2","1","NA","30.68","85.98","0","1","1",,"1",1,,,,,
"2011","BG",18339,"3","2011","20",9695,9693,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1022.6","3","1","2","2","2","1","3","5","2","2","1","NA","194.29","162.59","0","1","1",,"1",1,,,,,
"2011","BG",18344,"2","2011","10",1618,1616,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,0,,"NA","3","NA","1","2","2","1","1","3","1","1","2","1278.25","1","NA","2","2","2","2","4","1","5","2","1","NA","102.26","66.47","0","1","2",,"1",1,,,,,
"2011","BG",18354,"2","2011","15",2667,2662,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,4,,0,,"NA","3","NA","1","2","2","1","1","1","1","1","1","255.65","1","NA","2","2","2","2","4","1","3","2","1","NA","51.13","209.63","0","1","3",,"1",1,,,,,
"2011","BG",18378,"2","2011","40",1290,1229,0,0,,,,,,,,,0,0,0,0,0,,0,,0,62,0,,0,,"NA","2","NA","2","1","2","1","1","1","1","1","1","1533.9","2","NA","2","2","1","1","2","3","3","2","2","NA","20.45","39.88","0","1","1",,"1",1,,,,,
"2011","BG",18402,"2","2011","15",647,642,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","3","NA","2","1","2","1","1","3","1","1","2","357.91","2","NA","2","2","2","2","4","1","3","2","1","NA","51.13","180.49","0","1","2",,"1",1,,,,,
"2011","BG",18405,"3","2011","18",2055,-131,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2187,0,,0,,"3","3","3","2","1","2","1","1","2","1","1","1","1789.55","3","NA","2","2","2","2","1","1","2","2","1","NA","102.26","103.79","0","1","3",,"1",1,,,,,
"2011","BG",18411,"2","2011","40",2268,2157,0,0,,,,,,,,,0,0,0,0,0,,0,,0,112,0,,0,,"NA","3","NA","2","2","2","3","1","3","1","3","2","0.51","1","NA","2","2","2","2","2","1","2","2","2","NA","153.39","78.23","0","1","1",,"1",1,,,,,
"2011","BG",18417,"2","2011","15",1146,1114,0,0,,,,,,,,,0,0,0,0,0,,0,,0,32,0,,0,,"NA","2","NA","1","2","2","1","1","1","1","2","1","1022.6","2","NA","2","2","1","2","2","5","2","2","2","NA","153.39","108.4","0","1","1",,"1",1,,,,,
"2011","BG",18422,"2","2011","30",3207,3173,0,0,,,,,,,,,0,0,0,0,0,,0,,0,35,0,,0,,"NA","2","NA","2","1","2","1","1","3","1","1","3","1022.6","2","2","2","1","2","1","1","1","4","2","1","NA","153.39","69.03","0","1","3",,"1",1,,,,,
"2011","BG",18439,"3","2011","30",2564,2541,0,0,,,,,,,,,0,0,0,0,0,,0,,0,23,0,,0,,"NA","1","NA","2","2","2","1","1","1","2","2","1","245.42","3","NA","2","2","1","2","1","5","6","2","2","NA","40.9","63.4","0","1","3",,"1",1,,,,,
"2011","BG",18457,"2","2011","12",3468,3422,0,0,,,,,,,,,0,0,0,0,0,,0,,0,46,0,,0,,"NA","2","NA","2","1","2","1","1","1","1","2","5","2045.2","2","2","2","1","2","2","4","1","2","2","1","NA","51.13","164.64","0","1","3",,"1",1,,,,,
"2011","BG",18459,"2","2011","25",2551,-103,0,0,,,,,,,,,0,0,0,0,0,,0,,0,306,0,,2348,,"NA","3","NA","1","1","1","1","1","3","2","3","2","869.21","2","NA","2","2","2","2","4","5","3","2","1","NA","76.69","94.59","0","1","1",,"1",1,,,,,
"2011","BG",18468,"2","2011","20",1737,1737,0,0,,,,,,,,,0,0,95,0,0,,0,,0,0,0,,1,,"NA","3","NA","2","2","2","1","1","2","1","1","1","1022.6","1","NA","2","2","2","2","4","1","3","2","2","NA","102.26","138.05","0","1","1",,"1",1,,,,,
"2011","BG",18479,"2","2011","20",1361,1315,0,0,,,,,,,,,0,0,0,0,0,,0,,0,46,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","2","3","1022.6","2","NA","2","2","2","2","4","1","6","2","1","NA","127.82","180.83","0","1","1",,"1",1,,,,,
"2011","BG",18489,"2","2011","40",1211,950,0,0,,,,,,,,,0,0,0,0,0,,0,,0,21,0,,240,,"NA","3","NA","1","1","2","1","3","1","2","1","1","1022.6","1","NA","2","2","1","2","4","1","2","1","1","NA","61.36","124.25","0","1","3",,"1",1,,,,,
"2011","BG",18496,"2","2011","10",2141,2136,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,4,,"NA","2","NA","1","2","1","1","1","3","1","2","3","766.95","2","NA","2","2","2","2","2","1","4","1","1","NA","102.26","69.03","0","1","1",,"1",1,,,,,
"2011","BG",18541,"2","2011","15",2562,2535,0,0,,,,,,,,,0,0,839,0,0,,0,,0,27,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","4","869.21","2","NA","2","1","2","2","4","2","4","2","2","NA","76.69","96.12","0","1","1",,"1",1,,,,,
"2011","BG",18544,"2","2011","20",1194,1114,0,0,,,,,,,,,0,0,0,0,0,,0,,0,80,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","2","3","2045.2","2","NA","2","1","2","2","4","1","4","2","2","NA","255.65","70.05","0","1","1",,"1",1,,,,,
"2011","BG",18551,"2","2011","15",4934,3519,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1415,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","5","766.95","2","NA","2","2","2","2","4","2","4","2","1","NA","255.65","119.64","0","1","1",,"1",1,,,,,
