"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20191","04107891","19","0","1","01","D","100","D",".0450","D","57636","D","9","D","650","D","","A","","A","","A","","A","0","D","440","D","442","D","444","D","210","D","208","D","206","D","","A","08","D","2018","D","1","D","","A","55891","D","55450","D","55008","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20191","04108881","12","0","1","01","D","100","D",".0470","D","16000","D","10","D","167","D","","A","","A","","A","","A","0","D","0","D","0","D","0","D","","A","","A","","A","","A","10","D","2013","D","2","D","","A","16000","D","16000","D","16000","D","01","D","1","D","","A","","A","7625","T","200","D","300","D","","A","2","D"
"20191","04109131","27","0","1","01","D","100","D",".0425","D","50000","D","10","D","512","D","","A","","A","","A","","A","0","D","","A","335","D","336","D","","A","177","D","176","D","","A","01","D","2019","D","1","D","","A","","A","50000","D","49665","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20191","04110041","22","0","1","01","D","100","D",".0500","D","12646","D","15","D","100","D","","A","","A","","A","","A","0","D","52","D","52","D","52","D","48","D","48","D","48","D","","A","01","D","2017","D","1","D","","A","11507","D","11454","D","11402","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20191","04111381","20","0","1","01","D","200","D",".0600","D","140000","D","10","D","1554","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","01","D","2015","D","2","D","","A","94865","D","93785","D","92700","D","01","D","1","D","","A","","A","600","D","600","D","600","D","1","D","2","D"
"20192","03945394","18","0","5","01","D","100","D",".0475","D","22000","D","15","D","171","D","","A","","A","","A","","A","0","D","109","D","110","D","110","D","62","D","61","D","61","D","","A","06","D","2013","D","1","D","","A","15576","D","15467","D","15357","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03946994","22","0","5","01","D","100","D",".0690","D","5710","D","10","D","66","D","","A","","A","","A","","A","0","D","34","D","34","D","34","D","32","D","32","D","32","D","","A","11","D","2018","D","1","D","","A","5643","D","5610","D","5576","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03947144","32","0","5","01","D","100","D",".0475","D","30000","D","5","D","640","D","","B","","B","","B","","B","77","D","483","D","485","D","487","D","80","D","78","D","76","D","","A","04","D","2017","D","1","D","","A","20292","D","19809","D","19325","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03947744","20","0","5","01","D","100","D",".0440","D","30000","D","15","D","515","D","","B","","B","","B","","B","287","D","132","D","132","D","133","D","96","D","96","D","95","D","","A","07","D","2016","D","1","D","","A","26265","D","26133","D","26001","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03952324","28","0","5","01","D","100","D",".0492","D","50000","D","15","D","568","D","","B","","B","","B","","B","175","D","235","D","236","D","237","D","158","D","157","D","156","D","","A","06","D","2014","D","1","D","","A","38428","D","38192","D","37956","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03952964","26","0","5","01","D","100","D",".0550","D","120000","D","10","D","1330","D","","B","","B","","B","","B","28","D","","A","","A","752","D","","A","","A","550","D","","A","03","D","2019","D","1","D","","A","","A","","A","120000","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03953334","19","0","5","01","D","100","D",".0529","D","70000","D","15","D","580","D","","A","","A","5","D","","A","16","D","260","D","261","D","262","D","304","D","303","D","302","D","","A","09","D","2018","D","1","D","","A","68972","D","68712","D","68451","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03953364","17","0","5","01","D","100","D",".0425","F","234160","F","20","F","1450","F","","A","","A","","A","","A","0","F","993","F","997","F","1000","F","457","F","453","F","450","F","","A","12","F","2007","F","1","F","","A","128951","F","127958","F","126961","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03965104","21","0","5","01","D","100","D",".0519","D","37384","D","10","D","400","D","","A","","A","","A","","A","0","D","239","D","240","D","241","D","161","D","160","D","159","D","","A","01","D","2019","D","1","D","","A","37146","D","36906","D","36666","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03965674","71","0","5","01","D","100","D",".0450","D","150000","D","20","D","949","D","","A","","A","","A","6","D","0","D","770","D","772","D","775","D","179","D","177","D","174","D","","A","10","D","2003","D","2","D","","A","47846","D","47076","D","46304","D","01","D","1","D","","A","","A","7625","T","1545","T","1858","T","","A","","A"
"20192","03966134","46","0","5","01","D","100","D",".0475","D","33389","D","7","D","468","D","","A","","A","","A","","A","0","D","356","D","358","D","359","D","112","D","110","D","109","D","","A","11","D","2017","D","1","D","","A","28209","D","27853","D","27495","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03968934","32","0","5","01","D","100","D",".0529","F","15000","F","15","F","200","F","","B","","B","","B","","B","79","F","57","F","57","F","58","F","64","F","64","F","63","F","","A","05","F","2018","F","1","F","","A","14497","F","14440","F","14383","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03970804","23","0","5","01","D","100","D",".0492","D","85167","D","10","D","900","D","","A","","A","","A","","A","0","D","701","D","704","D","707","D","199","D","196","D","193","D","","A","03","D","2014","D","1","D","","A","48486","D","47785","D","47080","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03971944","26","0","5","01","D","100","D",".0750","F","59679","F","13","F","600","F","","A","","A","","A","","A","0","F","553","F","557","F","560","F","47","F","43","F","40","F","","A","04","F","2007","F","1","F","","A","7468","F","6915","F","6358","F","01","D","1","D","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03974104","33","0","5","01","D","100","D",".0595","D","27000","D","10","D","356","D","","B","","B","","B","","B","57","D","206","D","207","D","208","D","93","D","92","D","91","D","","A","05","D","2015","D","1","D","","A","18698","D","18492","D","18284","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03985574","24","0","5","01","D","100","D",".0472","D","47754","D","10","D","500","D","","A","","A","","A","","A","0","D","","A","","A","312","D","","A","","A","188","D","","A","05","D","2019","D","1","D","","A","","A","","A","47754","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03987774","26","0","5","01","D","100","D",".0475","F","18660","F","5","F","350","F","","A","","A","","A","","A","0","F","298","F","299","F","300","F","52","F","51","F","50","F","","A","07","F","2017","F","1","F","","A","13222","F","12925","F","12626","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03990584","19","0","1","01","D","100","D",".0500","D","120000","D","15","D","1000","D","","B","","B","","B","","B","51","D","524","D","526","D","528","D","425","D","423","D","421","D","","A","02","D","2016","D","1","D","","A","102078","D","101555","D","101029","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03991764","29","0","5","01","D","100","D",".0440","D","71740","D","20","D","450","D","","A","","A","","A","","A","0","D","208","D","209","D","209","D","242","D","241","D","241","D","","A","10","D","2016","D","1","D","","A","66031","D","65823","D","65614","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","03995744","30","0","5","01","D","100","D",".0525","D","54000","D","2","D","4318","T","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","02","D","2019","D","2","D","042019","D","51861","D","49713","D","47555","D","01","D","1","D","","A","","A","500","D","500","D","500","D","1","D","2","D"
"20192","03995744","48","0","5","01","D","100","D",".0525","D","54000","D","2","D","4318","T","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","042019","D","02","D","2019","D","2","D","","A","51861","D","49713","D","47555","D","01","D","1","D","","A","","A","400","D","600","D","400","D","1","D","2","D"
"20192","03996324","16","0","5","01","D","100","D",".0525","F","279182","V","5","F","4318","V","","C","","C","","C","","C","0","F","2323","V","2235","V","2244","V","969","F","951","F","933","F","","A","01","F","2018","F","2","F","","A","203127","V","201109","V","188710","V","01","D","","A","","A","","A","1428","F","1545","V","1428","F","","C","","A"
"20192","04007143","13","0","5","01","D","100","D",".0470","F","16000","F","10","F","167","F","","A","","A","","A","","A","0","F","0","F","0","F","0","F","669","F","669","F","669","F","","A","10","F","2013","F","2","F","","A","16000","F","16000","F","16000","F","01","D","1","D","","A","","A","669","F","669","F","669","F","","A","2","D"
"20192","04009273","15","0","5","01","D","100","D",".0900","F","20000","F","10","F","372","F","","A","","A","","A","6","F","119","F","189","F","190","F","191","F","64","F","63","F","62","F","","A","05","F","2012","F","1","F","","A","8578","F","8390","F","8200","F","01","D","","A","2","D","","A","","A","","A","","A","","A","","A"
"20192","04009943","22","0","5","01","D","100","D",".0400","D","25000","D","10","D","468","D","","B","","B","","B","","B","215","D","173","D","173","D","174","D","80","D","80","D","79","D","","A","08","D","2018","D","1","D","","A","24146","D","23973","D","23800","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04014613","50","0","5","01","D","100","D",".0400","D","50000","D","10","D","512","D","","B","","B","","B","","B","6","D","344","D","345","D","346","D","162","D","161","D","160","D","","A","09","D","2018","D","1","D","","A","48636","D","48292","D","47947","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04028153","26","0","5","01","D","100","D",".0679","D","5073","D","15","D","45","D","","A","","A","","A","","A","0","D","33","D","33","D","33","D","12","D","12","D","12","D","","A","11","D","2008","D","1","D","","A","2188","D","2156","D","2123","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04028193","29","0","5","01","D","100","D",".0440","D","50000","D","15","D","490","D","","B","","B","","B","","B","110","D","222","D","223","D","224","D","158","D","157","D","156","D","","A","05","D","2016","D","1","D","","A","43114","D","42893","D","42670","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04032123","19","0","5","01","D","100","D",".0500","D","85000","D","10","D","1100","D","3","D","4","D","","A","","A","198","D","598","D","600","D","603","D","304","D","302","D","299","D","","A","05","D","2017","D","1","D","","A","73003","D","72405","D","71805","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04032273","23","0","5","01","D","100","D",".0475","D","28669","D","15","D","223","D","","A","","A","","A","","A","0","D","121","D","121","D","122","D","102","D","102","D","101","D","","A","01","D","2017","D","1","D","","A","25797","D","25676","D","25555","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04032423","33","0","1","01","D","100","D",".0475","D","22392","D","5","D","420","D","","A","","A","","A","","A","0","D","361","D","363","D","364","D","59","D","57","D","56","D","","A","04","D","2017","D","1","D","","A","14791","D","14429","D","14066","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04036203","31","0","5","01","D","100","D",".1000","D","50000","D","15","D","750","D","","B","","B","","B","","B","213","D","295","D","297","D","300","D","242","D","240","D","237","D","","A","02","D","2010","D","1","D","","A","29056","D","28761","D","28463","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04036833","23","0","5","01","D","100","D",".0529","D","15000","D","15","D","200","D","","B","","B","","B","","B","79","D","57","D","57","D","58","D","64","D","64","D","63","D","","A","05","D","2018","D","1","D","","A","14497","D","14440","D","14383","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04037963","20","0","5","01","D","100","D",".0900","D","20000","D","10","D","372","D","","A","","A","","A","6","D","119","D","189","D","190","D","191","D","64","D","63","D","62","D","","A","05","D","2012","D","1","D","","A","8578","D","8390","D","8200","D","01","D","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04039953","19","0","5","01","D","100","D",".0500","D","279182","T","15","D","1977","D","","A","","A","","A","","A","0","D","882","D","885","D","889","D","125","D","122","D","118","D","","A","11","D","2006","D","2","D","","A","59112","D","57382","D","55644","D","01","D","1","D","","A","","A","1007","D","1007","D","1007","D","1","D","2","D"
"20192","04040623","30","0","5","01","D","100","D",".0425","D","75000","D","20","D","535","D","","B","","B","","B","","B","71","D","212","D","213","D","214","D","252","D","251","D","250","D","","A","08","D","2017","D","1","D","","A","71108","D","70896","D","70683","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04040873","23","0","5","01","D","100","D",".0440","D","62643","D","5","D","1165","D","3","D","","A","","A","","A","0","D","1059","D","1063","D","1067","D","106","D","102","D","98","D","","A","05","D","2016","D","1","D","","A","28841","D","27782","D","26719","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04042963","9","0","5","01","D","100","D",".0400","F","13000","F","5","F","250","F","","B","","B","","B","","B","11","F","200","F","201","F","202","F","39","F","38","F","37","F","","A","06","F","2018","F","1","F","","A","11617","F","11416","F","11215","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04045923","32","0","5","01","D","100","D",".0440","D","67316","D","15","D","666","D","3","D","4","D","","A","","A","154","D","303","D","304","D","305","D","209","D","208","D","207","D","","A","03","D","2016","D","1","D","","A","57131","D","56828","D","56525","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04046623","10","0","5","01","D","100","D",".0449","D","14539","D","15","D","220","D","","B","","B","","B","","B","109","D","57","D","57","D","57","D","54","D","54","D","54","D","","A","02","D","2019","D","1","D","","A","14482","D","14426","D","14369","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04070462","26","0","5","01","D","100","D",".0472","D","76188","D","5","D","1428","D","","A","","A","","A","","A","0","D","1128","D","1133","D","1137","D","300","D","295","D","291","D","","A","01","D","2019","D","1","D","012019","D","76188","D","75060","D","73927","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04070462","27","0","5","01","D","100","D",".0525","D","279182","T","5","D","4318","T","","C","","C","","C","","C","0","D","2323","T","2235","T","2244","T","969","D","951","D","933","D","","A","01","D","2018","D","2","D","","A","203127","T","201109","T","188710","T","02","D","1","D","","A","","A","1428","D","1545","T","1428","D","","C","","A"
"20192","04070812","11","0","1","01","D","100","D",".0709","D","58637","D","15","D","530","D","","A","","A","","A","","A","0","D","429","D","431","D","434","D","101","D","99","D","96","D","","A","01","D","2007","D","1","D","","A","17142","D","16713","D","16282","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04076072","39","0","5","01","D","100","D",".0400","D","13000","D","5","D","250","D","","B","","B","","B","","B","11","D","200","D","201","D","202","D","39","D","38","D","37","D","","A","06","D","2018","D","1","D","","A","11617","D","11416","D","11215","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04076662","21","0","5","01","D","100","D",".0525","F","279182","V","5","F","4318","V","","C","","C","","C","","C","0","F","2323","V","2235","V","2244","V","969","F","951","F","933","F","","A","01","F","2018","F","2","F","","A","203127","V","201109","V","188710","V","01","D","","A","","A","","A","1428","F","1545","V","1428","F","","C","","A"
"20192","04077272","20","0","5","01","D","100","D",".0440","D","60000","D","36","D","562","D","3","D","4","D","","A","","A","284","F","","A","63","F","63","F","","A","216","F","215","F","","A","11","F","2016","D","1","D","022019","D","","A","58211","F","58148","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04077272","39","0","5","01","D","100","D",".0440","D","53705","D","10","D","554","D","3","D","4","D","","A","","A","0","D","393","D","","A","","A","161","D","","A","","A","022019","D","11","D","2016","D","1","D","","A","43983","D","","A","","A","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04078462","36","0","1","01","D","100","D",".0950","D","50000","D","15","D","522","D","","A","","A","","A","","A","0","D","137","D","138","D","139","D","385","D","384","D","383","D","","A","03","D","2018","D","1","D","","A","48692","D","48556","D","48418","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04078912","16","0","5","01","D","100","D",".0525","F","279182","V","5","F","4318","V","","C","","C","","C","","C","0","F","2323","V","2235","V","2244","V","969","F","951","F","933","F","","A","01","F","2018","F","2","F","","A","203127","V","201109","V","188710","V","01","D","1","D","","A","","A","1428","F","1545","V","1428","F","","C","","A"
"20192","04078962","25","0","1","01","D","100","D",".0425","D","80000","D","10","D","820","D","","A","","A","","A","","A","0","D","0","D","0","D","0","D","","A","","A","","A","","A","11","D","2017","D","2","D","","A","80000","D","80000","D","80000","D","01","D","1","D","","A","","A","375","D","375","D","375","D","","A","2","D"
"20192","04079472","21","0","5","01","D","100","D",".0550","D","13000","D","1","D","1116","D","","A","","A","","A","","A","0","D","0","D","0","D","0","D","200","D","200","D","200","D","","A","11","D","2018","D","2","D","","A","13000","D","13000","D","13000","D","01","D","1","D","","A","","A","200","D","500","D","200","D","","A","2","D"
"20192","04079932","23","0","5","01","D","100","D",".0410","D","80000","D","20","D","650","D","","B","","B","","B","","B","161","D","248","D","249","D","250","D","121","D","120","D","120","D","","A","08","D","2015","D","1","D","","A","70526","D","70278","D","70029","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04092552","43","0","5","01","D","100","D",".0485","D","40000","D","20","D","433","D","","B","","B","","B","","B","172","D","159","D","159","D","160","D","102","D","102","D","101","D","","A","06","D","2009","D","1","D","","A","25337","D","25178","D","25019","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04092822","11","0","5","01","D","100","D",".0500","F","120000","F","15","F","1000","F","","B","","B","","B","","B","51","F","524","F","526","F","528","F","425","F","423","F","421","F","","A","02","F","2016","F","1","F","","A","102078","F","101555","F","101029","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04093422","12","0","5","01","D","100","D",".0475","D","100000","D","15","D","778","D","","A","","A","","A","","A","0","D","382","D","384","D","385","D","396","D","394","D","393","D","","A","02","D","2019","D","1","D","","A","100000","D","99618","D","99234","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04094532","22","0","5","01","D","100","D",".0440","D","69000","D","15","D","550","D","","B","","B","","B","","B","26","D","309","D","310","D","311","D","215","D","214","D","213","D","","A","02","D","2016","D","1","D","","A","58591","D","58282","D","57972","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04094672","15","0","5","01","D","100","D",".0475","D","25000","D","15","D","194","D","","A","","A","","A","","A","0","D","582","D","585","D","587","D","518","D","515","D","513","D","","A","07","D","2017","D","2","D","","A","23119","D","23016","D","22913","D","01","D","1","D","","A","","A","600","D","900","D","1100","D","1","D","2","D"
"20192","04095312","22","0","1","01","D","100","D",".0749","D","16572","D","5","D","332","D","","A","","A","","A","","A","0","D","237","D","239","D","240","D","95","D","93","D","92","D","","A","08","D","2018","D","1","D","","A","15179","D","14942","D","14703","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04095992","18","0","1","01","D","100","D",".0563","D","6210","D","5","D","119","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","09","D","2010","D","1","D","","A","","A","","A","","A","01","D","","A","","A","","A","","A","","A","","A","","A","2","D"
"20192","04099262","15","0","5","01","D","100","D",".0475","D","18660","D","5","D","350","D","","A","","A","","A","","A","0","D","298","D","299","D","300","D","52","D","51","D","50","D","","A","07","D","2017","D","1","D","","A","13222","D","12925","D","12626","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04100382","28","0","5","01","D","100","D",".0500","D","12539","D","10","D","133","D","","A","","A","","A","","A","0","D","90","D","91","D","91","D","37","D","36","D","36","D","","A","11","D","2016","D","1","D","","A","10236","D","10146","D","10055","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04101742","33","0","5","01","D","100","D",".0550","D","50000","D","15","D","409","D","","A","","A","","A","","A","0","D","166","D","167","D","168","D","134","D","133","D","132","D","","A","12","D","2014","D","2","D","","A","39721","D","39494","D","39267","D","01","D","1","D","","A","","A","300","D","300","D","300","D","1","D","2","D"
"20192","04102872","29","0","5","01","D","100","D",".0475","D","78209","D","10","D","820","D","","A","","A","","A","","A","0","D","550","D","552","D","555","D","270","D","268","D","265","D","","A","08","D","2017","D","1","D","","A","68158","D","67607","D","67055","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04102992","19","0","5","01","D","100","D",".0472","D","14685","D","15","D","114","D","","A","","A","","A","","A","0","D","56","D","56","D","57","D","58","D","58","D","57","D","","A","03","D","2019","D","1","D","","A","14685","D","14629","D","14572","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04104992","31","0","5","01","D","100","D",".0440","D","97611","D","6","D","1545","D","","A","","A","","A","","A","0","D","2323","T","2235","T","2244","T","235","D","230","D","225","D","","A","12","D","2016","D","1","D","","A","63984","D","62674","D","61358","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04105692","19","0","5","01","D","100","D",".0475","D","20000","D","20","D","150","D","","B","","B","","B","","B","21","D","54","D","54","D","54","D","75","D","75","D","75","D","","A","09","D","2017","D","1","D","","A","19072","D","19019","D","18965","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04106492","9","0","1","01","D","100","D",".0500","D","52000","D","15","D","475","D","","B","","B","","B","","B","64","D","262","D","263","D","264","D","149","D","148","D","147","D","","A","03","D","2013","D","1","D","","A","35722","D","35460","D","35196","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04107262","26","0","5","01","D","100","D",".0425","F","234160","F","20","F","1450","F","","A","","A","","A","","A","0","F","993","F","997","F","1000","F","457","F","453","F","450","F","","A","12","F","2007","F","1","F","","A","128951","F","127958","F","126961","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04107892","19","0","5","01","D","100","D",".0450","D","57636","D","9","D","650","D","","A","","A","","A","","A","0","D","445","D","447","D","449","D","205","D","203","D","201","D","","A","08","D","2018","D","1","D","","A","54565","D","54119","D","53672","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04108882","27","0","5","01","D","100","D",".0470","D","16000","D","10","D","167","D","","A","","A","","A","","A","0","D","0","D","0","D","0","D","669","D","669","D","669","D","","A","10","D","2013","D","2","D","","A","16000","D","16000","D","16000","D","01","D","1","D","","A","","A","669","D","669","D","669","D","","A","2","D"
"20192","04109132","20","0","5","01","D","100","D",".0425","D","50000","D","10","D","512","D","","A","","A","","A","","A","0","D","337","D","338","D","340","D","175","D","174","D","172","D","","A","01","D","2019","D","1","D","","A","49329","D","48992","D","48653","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04110042","27","0","5","01","D","100","D",".0500","D","12646","D","15","D","100","D","","A","","A","","A","","A","0","D","53","D","53","D","53","D","47","D","47","D","47","D","","A","01","D","2017","D","1","D","","A","11350","D","11297","D","11244","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04173041","12","0","1","01","D","100","D",".0400","D","78028","D","10","D","790","D","","A","","A","","A","","A","0","D","601","D","603","D","605","D","189","D","187","D","185","D","","A","11","D","2015","D","1","D","","A","56599","D","55997","D","55394","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04174001","23","0","1","01","D","100","D",".0709","D","75232","D","15","D","680","D","","A","","A","","A","","A","0","D","534","D","537","D","540","D","146","D","143","D","140","D","","A","06","D","2007","D","1","D","","A","24695","D","24161","D","23624","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04174541","21","0","1","01","D","100","D",".0400","D","70000","D","20","D","546","D","","B","","B","","B","","B","122","D","223","D","224","D","224","D","201","D","200","D","200","D","","A","02","D","2015","D","1","D","","A","60316","D","60093","D","59869","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04175431","16","0","1","01","D","100","D",".0499","D","88577","D","15","D","700","D","","A","","A","","A","","A","0","D","418","D","420","D","422","D","282","D","280","D","278","D","","A","05","D","2014","D","1","D","","A","67712","D","67293","D","66873","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04176981","31","0","1","01","D","100","D",".0425","D","234160","D","20","D","1450","D","","A","","A","","A","","A","0","D","993","D","997","D","1000","D","457","D","453","D","450","D","","A","12","D","2007","D","1","D","","A","128951","D","127958","D","126961","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04183671","24","0","1","01","D","100","D",".0475","D","147000","D","15","D","1382","D","3","D","","A","","A","","A","239","D","610","D","612","D","614","D","533","D","531","D","529","D","","A","05","D","2017","D","1","D","","A","203127","T","201109","T","188710","T","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04184781","11","0","1","01","D","100","D",".0440","D","38000","D","19","D","250","D","","B","","B","","B","","B","4","D","145","D","146","D","146","D","101","D","100","D","100","D","","A","02","D","2012","D","1","D","","A","27529","D","27384","D","27239","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04186491","26","0","1","01","D","100","D",".0730","D","85000","D","15","D","780","D","","B","","B","","B","","B","2","D","382","D","385","D","387","D","396","D","393","D","391","D","","A","11","D","2013","D","1","D","","A","65041","D","64659","D","64274","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04188241","16","0","1","01","D","100","D",".0475","F","20000","F","20","F","150","F","","B","","B","","B","","B","21","F","54","F","54","F","54","F","75","F","75","F","75","F","","A","09","F","2017","F","1","F","","A","19072","F","19019","F","18965","F","01","D","","C","","C","","C","","A","","A","","A","1","D","2","D"
"20192","04188251","22","0","1","01","D","100","D",".0500","F","120000","F","15","F","1000","F","","B","","B","","B","","B","51","F","524","F","526","F","528","F","425","F","423","F","421","F","","A","02","F","2016","F","1","F","","A","102078","F","101555","F","101029","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04191401","33","0","1","01","D","100","D",".0472","D","60000","D","10","D","628","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","07","D","2019","D","2","D","","A","","A","","A","","A","01","D","1","D","","A","","A","","C","","C","","C","1","D","2","D"
"20192","04195031","29","0","1","01","D","100","D",".0472","D","28566","D","7","D","400","D","","A","","A","","A","","A","0","D","289","D","290","D","291","D","111","D","110","D","109","D","","A","02","D","2019","D","1","D","","A","28278","D","27990","D","27700","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04199811","7","0","1","01","D","100","D",".0750","D","59679","D","13","D","600","D","","A","","A","","A","","A","0","D","553","D","557","D","560","D","47","D","43","D","40","D","","A","04","D","2007","D","1","D","","A","7468","D","6915","D","6358","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04201201","15","0","1","01","D","100","D",".0440","D","19000","D","15","D","150","D","","B","","B","","B","","B","6","D","85","D","86","D","86","D","59","D","58","D","58","D","","A","01","D","2016","D","1","D","","A","15975","D","15890","D","15804","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
