"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20191","04099281","17","1","1","581","E","100","D"
"20191","04099281","17","2","1","219","E","110","D"
"20191","04101401","29","0","1","","H","","A"
"20191","04101401","29","1","1","7","E","120","D"
"20191","04101401","29","2","1","24","E","150","D"
"20191","04101401","29","3","1","6","E","160","D"
"20191","04101401","29","4","1","1","E","170","D"
"20191","04101401","29","5","1","489","E","180","D"
"20191","04101401","29","6","1","3","E","190","D"
"20191","04103561","21","0","1","","H","","A"
"20191","04103561","21","1","1","102","E","100","D"
"20191","04103561","21","2","1","23","E","110","D"
"20191","04103561","21","3","1","35","E","120","D"
"20191","04103561","21","4","1","8","E","140","D"
"20191","04103561","21","5","1","266","E","150","D"
"20191","04103561","21","6","1","68","E","160","D"
"20191","04103561","21","7","1","47","E","170","D"
"20191","04103561","21","8","1","92","E","180","D"
"20191","04103561","21","9","1","59","E","190","D"
"20191","04103711","22","0","1","","H","","A"
"20191","04103711","22","1","1","6","E","120","D"
"20191","04103711","22","2","1","23","E","150","D"
"20191","04103711","22","3","1","2","E","160","D"
"20191","04103711","22","4","1","5","E","170","D"
"20191","04103711","22","5","1","4","E","190","D"
"20191","04104531","15","0","1","","H","","A"
"20191","04104531","15","1","1","27","E","120","D"
"20191","04104531","15","2","1","5","E","140","D"
"20191","04104531","15","3","1","177","E","150","D"
"20191","04104531","15","4","1","17","E","160","D"
"20191","04104531","15","5","1","40","E","170","D"
"20191","04104531","15","6","1","34","E","190","D"
"20191","04106171","32","0","1","","H","","A"
"20191","04106171","32","1","1","17","E","120","D"
"20191","04106171","32","2","1","2","E","140","D"
"20191","04106171","32","3","1","129","E","150","D"
"20191","04106171","32","4","1","21","E","160","D"
"20191","04106171","32","5","1","6","E","170","D"
"20191","04106171","32","6","1","69","E","180","D"
"20191","04106171","32","7","1","16","E","190","D"
"20191","04106251","25","0","1","","H","","A"
"20191","04106251","25","1","1","7","E","100","D"
"20191","04106251","25","2","1","2","E","110","D"
"20191","04106251","25","3","1","3","E","120","D"
"20191","04106251","25","4","1","22","E","150","D"
"20191","04106251","25","5","1","6","E","160","D"
"20191","04106251","25","6","1","1","E","170","D"
"20191","04106251","25","7","1","452","E","180","D"
"20191","04106251","25","8","1","7","E","190","D"
"20191","04107501","17","0","1","","H","","A"
"20191","04107501","17","1","1","20","E","120","D"
"20191","04107501","17","2","1","2","E","140","D"
"20191","04107501","17","3","1","149","E","150","D"
"20191","04107501","17","4","1","24","E","160","D"
"20191","04107501","17","5","1","7","E","170","D"
"20191","04107501","17","6","1","80","E","180","D"
"20191","04107501","17","7","1","18","E","190","D"
"20191","04111071","17","0","1","","H","","A"
"20191","04111071","17","1","1","40","G","100","D"
"20191","04111071","17","2","1","17","G","110","D"
"20191","04111071","17","3","1","10","G","120","D"
"20191","04111071","17","4","1","69","G","130","D"
"20191","04111071","17","5","1","2","G","140","D"
"20191","04111071","17","6","1","101","G","150","D"
"20191","04111071","17","7","1","16","G","160","D"
"20191","04111071","17","8","1","4","G","170","D"
"20191","04111071","17","9","1","54","G","180","D"
"20191","04111071","17","10","1","12","G","190","D"
"20191","04111071","17","11","1","15","G","200","D"
"20191","04111071","17","12","1","34","G","210","D"
"20191","04111071","17","13","1","26","G","220","D"
"20192","03944624","53","0","1","","H","","A"
"20192","03944624","53","1","1","29","E","120","D"
"20192","03944624","53","2","1","6","E","140","D"
"20192","03944624","53","3","1","225","E","150","D"
"20192","03944624","53","4","1","35","E","160","D"
"20192","03944624","53","5","1","22","E","170","D"
"20192","03944624","53","6","1","40","E","180","D"
"20192","03944624","53","7","1","43","E","190","D"
"20192","03945204","42","0","1","","H","","A"
"20192","03945204","42","1","1","27","E","100","D"
"20192","03945204","42","2","1","7","E","110","D"
"20192","03945204","42","3","1","14","E","120","D"
"20192","03945204","42","4","1","1","E","140","D"
"20192","03945204","42","5","1","91","E","150","D"
"20192","03945204","42","6","1","5","E","160","D"
"20192","03945204","42","7","1","10","E","170","D"
"20192","03945204","42","8","1","16","E","190","D"
"20192","03945204","42","9","1","15","E","210","D"
"20192","03945204","42","10","1","14","E","220","D"
"20192","03947024","37","0","1","","H","","A"
"20192","03947024","37","1","1","37","E","120","D"
"20192","03947024","37","2","1","6","E","140","D"
"20192","03947024","37","3","1","259","E","150","D"
"20192","03947024","37","4","1","39","E","160","D"
"20192","03947024","37","5","1","13","E","170","D"
"20192","03947024","37","6","1","406","E","180","D"
"20192","03947024","37","7","1","40","E","190","D"
"20192","03964754","23","0","1","","H","","A"
"20192","03964754","23","1","1","24","G","100","D"
"20192","03964754","23","2","1","7","G","110","D"
"20192","03964754","23","3","1","10","G","120","D"
"20192","03964754","23","4","1","45","G","130","D"
"20192","03964754","23","5","1","1","G","140","D"
"20192","03964754","23","6","1","75","G","150","D"
"20192","03964754","23","7","1","13","G","160","D"
"20192","03964754","23","8","1","4","G","170","D"
"20192","03964754","23","9","1","186","G","180","D"
"20192","03964754","23","10","1","8","G","190","D"
"20192","03964754","23","11","1","14","G","210","D"
"20192","03964754","23","12","1","13","G","220","D"
"20192","03966154","15","0","1","","H","","A"
"20192","03966154","15","1","1","205","E","100","D"
"20192","03966154","15","2","1","66","E","110","D"
"20192","03966154","15","3","1","136","E","120","D"
"20192","03966154","15","4","1","482","E","130","D"
"20192","03966154","15","5","1","14","E","140","D"
"20192","03966154","15","6","1","811","E","150","D"
"20192","03966154","15","7","1","45","E","160","D"
"20192","03966154","15","8","1","97","E","170","D"
"20192","03966154","15","9","1","144","E","190","D"
"20192","03968774","44","0","1","","H","","A"
"20192","03968774","44","1","1","56","E","100","D"
"20192","03968774","44","2","1","12","E","110","D"
"20192","03968774","44","3","1","17","E","120","D"
"20192","03968774","44","4","1","81","E","130","D"
"20192","03968774","44","5","1","3","E","140","D"
"20192","03968774","44","6","1","132","E","150","D"
"20192","03968774","44","7","1","20","E","160","D"
"20192","03968774","44","8","1","6","E","170","D"
"20192","03968774","44","9","1","207","E","180","D"
"20192","03968774","44","10","1","20","E","190","D"
"20192","03968774","44","11","1","31","E","210","D"
"20192","03968774","44","12","1","25","E","220","D"
"20192","03969214","43","0","1","","H","","A"
"20192","03969214","43","1","1","376","E","100","D"
"20192","03969214","43","2","1","71","E","110","D"
"20192","03969214","43","3","1","149","E","120","D"
"20192","03969214","43","4","1","21","E","140","D"
"20192","03969214","43","5","1","1002","E","150","D"
"20192","03969214","43","6","1","124","E","160","D"
"20192","03969214","43","7","1","104","E","170","D"
"20192","03969214","43","8","1","106","E","190","D"
"20192","03969214","43","9","1","191","E","210","D"
"20192","03969214","43","10","1","356","E","220","D"
"20192","03986084","50","0","1","","H","","A"
"20192","03986084","50","1","1","103","E","100","D"
"20192","03986084","50","2","1","25","E","110","D"
"20192","03986084","50","3","1","34","E","120","D"
"20192","03986084","50","4","1","162","E","130","D"
"20192","03986084","50","5","1","7","E","140","D"
"20192","03986084","50","6","1","263","E","150","D"
"20192","03986084","50","7","1","39","E","160","D"
"20192","03986084","50","8","1","13","E","170","D"
"20192","03986084","50","9","1","413","E","180","D"
"20192","03986084","50","10","1","41","E","190","D"
"20192","03988984","47","0","1","","H","","A"
"20192","03988984","47","1","1","28","E","100","D"
"20192","03988984","47","2","1","8","E","110","D"
"20192","03988984","47","3","1","11","E","120","D"
"20192","03988984","47","4","1","45","E","130","D"
"20192","03988984","47","5","1","1","E","140","D"
"20192","03988984","47","6","1","91","E","150","D"
"20192","03988984","47","7","1","16","E","160","D"
"20192","03988984","47","8","1","6","E","170","D"
"20192","03988984","47","9","1","378","E","180","D"
"20192","03988984","47","10","1","16","E","190","D"
"20192","03990364","30","0","1","","H","","A"
"20192","03990364","30","1","1","14","E","120","D"
"20192","03990364","30","2","1","2","E","140","D"
"20192","03990364","30","3","1","113","E","150","D"
"20192","03990364","30","4","1","16","E","160","D"
"20192","03990364","30","5","1","5","E","170","D"
"20192","03990364","30","6","1","172","E","180","D"
"20192","03990364","30","7","1","17","E","190","D"
"20192","03991464","18","0","1","","H","","A"
"20192","03991464","18","1","1","51","E","120","D"
"20192","03991464","18","2","1","10","E","140","D"
"20192","03991464","18","3","1","370","E","150","D"
"20192","03991464","18","4","1","58","E","160","D"
"20192","03991464","18","5","1","37","E","170","D"
"20192","03991464","18","6","1","324","E","180","D"
"20192","03991464","18","7","1","60","E","190","D"
"20192","03992264","24","0","1","","H","","A"
"20192","03992264","24","1","1","43","E","120","D"
"20192","03992264","24","2","1","7","E","140","D"
"20192","03992264","24","3","1","302","E","150","D"
"20192","03992264","24","4","1","51","E","160","D"
"20192","03992264","24","5","1","17","E","170","D"
"20192","03992264","24","6","1","742","E","180","D"
"20192","03992264","24","7","1","38","E","190","D"
"20192","03995764","18","0","1","","H","","A"
"20192","03995764","18","1","1","15","E","100","D"
"20192","03995764","18","2","1","5","E","110","D"
"20192","03995764","18","3","1","9","E","120","D"
"20192","03995764","18","4","1","1","E","140","D"
"20192","03995764","18","5","1","65","E","150","D"
"20192","03995764","18","6","1","3","E","160","D"
"20192","03995764","18","7","1","7","E","170","D"
"20192","03995764","18","8","1","10","E","190","D"
"20192","04016723","40","0","1","","H","","A"
"20192","04016723","40","1","1","600","E","130","D"
"20192","04029853","28","0","1","","H","","A"
"20192","04029853","28","1","1","10","E","120","D"
"20192","04029853","28","2","1","5","E","140","D"
"20192","04029853","28","3","1","84","E","150","D"
"20192","04029853","28","4","1","14","E","160","D"
"20192","04029853","28","5","1","6","E","170","D"
"20192","04029853","28","6","1","347","E","180","D"
"20192","04029853","28","7","1","14","E","190","D"
"20192","04030903","44","0","1","","H","","A"
"20192","04030903","44","1","1","1070","E","130","D"
"20192","04031223","65","0","1","","H","","A"
"20192","04031223","65","1","1","12","E","120","D"
"20192","04031223","65","2","1","1","E","140","D"
"20192","04031223","65","3","1","64","E","150","D"
"20192","04031223","65","4","1","9","E","160","D"
"20192","04031223","65","5","1","3","E","170","D"
"20192","04031223","65","6","1","101","E","180","D"
"20192","04031223","65","7","1","10","E","190","D"
"20192","04031553","13","0","1","","H","","A"
"20192","04031553","13","1","1","24","E","100","D"
"20192","04031553","13","2","1","7","E","110","D"
"20192","04031553","13","3","1","16","E","120","D"
"20192","04031553","13","4","1","39","E","130","D"
"20192","04031553","13","5","1","1","E","140","D"
"20192","04031553","13","6","1","75","E","150","D"
"20192","04031553","13","7","1","13","E","160","D"
"20192","04031553","13","8","1","4","E","170","D"
"20192","04031553","13","9","1","186","E","180","D"
"20192","04031553","13","10","1","8","E","190","D"
"20192","04031553","13","11","1","14","E","210","D"
"20192","04031553","13","12","1","13","E","220","D"
"20192","04032273","37","0","1","","H","","A"
"20192","04032273","37","1","1","65","E","120","D"
"20192","04032273","37","2","1","434","E","130","D"
"20192","04032273","37","3","1","15","E","140","D"
"20192","04032273","37","4","1","564","E","150","D"
"20192","04032273","37","5","1","87","E","160","D"
"20192","04032273","37","6","1","55","E","170","D"
"20192","04032273","37","7","1","101","E","180","D"
"20192","04032273","37","8","1","112","E","190","D"
"20192","04034253","34","0","1","","H","","A"
"20192","04034253","34","1","1","354","E","100","D"
"20192","04034253","34","2","1","67","E","110","D"
"20192","04034253","34","3","1","135","E","120","D"
"20192","04034253","34","4","1","764","E","130","D"
"20192","04034253","34","5","1","20","E","140","D"
"20192","04034253","34","6","1","943","E","150","D"
"20192","04034253","34","7","1","116","E","160","D"
"20192","04034253","34","8","1","102","E","170","D"
"20192","04034253","34","9","1","99","E","190","D"
"20192","04038493","35","0","1","","H","","A"
"20192","04038493","35","1","1","164","E","100","D"
"20192","04038493","35","2","1","45","E","110","D"
"20192","04038493","35","3","1","51","E","120","D"
"20192","04038493","35","4","1","379","E","130","D"
"20192","04038493","35","5","1","10","E","140","D"
"20192","04038493","35","6","1","370","E","150","D"
"20192","04038493","35","7","1","58","E","160","D"
"20192","04038493","35","8","1","37","E","170","D"
"20192","04038493","35","9","1","324","E","180","D"
"20192","04038493","35","10","1","60","E","190","D"
"20192","04042553","94","0","1","","H","","A"
"20192","04042553","94","1","1","297","E","120","D"
"20192","04042553","94","2","1","67","E","140","D"
"20192","04042553","94","3","1","2542","E","150","D"
"20192","04042553","94","4","1","396","E","160","D"
"20192","04042553","94","5","1","250","E","170","D"
"20192","04042553","94","6","1","458","E","180","D"
"20192","04042553","94","7","1","490","E","190","D"
"20192","04045133","56","0","1","","H","","A"
"20192","04045133","56","1","1","55","E","120","D"
"20192","04045133","56","2","1","315","E","130","D"
"20192","04045133","56","3","1","8","E","140","D"
"20192","04045133","56","4","1","389","E","150","D"
"20192","04045133","56","5","1","48","E","160","D"
"20192","04045133","56","6","1","44","E","170","D"
"20192","04045133","56","7","1","41","E","190","D"
"20192","04046433","43","0","1","","H","","A"
"20192","04046433","43","1","1","28","E","120","D"
"20192","04046433","43","2","1","6","E","140","D"
"20192","04046433","43","3","1","233","E","150","D"
"20192","04046433","43","4","1","36","E","160","D"
"20192","04046433","43","5","1","23","E","170","D"
"20192","04046433","43","6","1","42","E","180","D"
"20192","04046433","43","7","1","45","E","190","D"
"20192","04048033","11","0","1","","H","","A"
"20192","04048033","11","1","1","114","E","100","D"
"20192","04048033","11","2","1","35","E","110","D"
"20192","04048033","11","3","1","69","E","120","D"
"20192","04048033","11","4","1","255","E","130","D"
"20192","04048033","11","5","1","7","E","140","D"
"20192","04048033","11","6","1","429","E","150","D"
"20192","04048033","11","7","1","24","E","160","D"
"20192","04048033","11","8","1","51","E","170","D"
"20192","04048033","11","9","1","76","E","190","D"
"20192","04048033","11","10","1","71","E","210","D"
"20192","04048033","11","11","1","69","E","220","D"
"20192","04069472","41","0","1","","H","","A"
"20192","04069472","41","1","1","42","E","120","D"
"20192","04069472","41","2","1","9","E","140","D"
"20192","04069472","41","3","1","370","E","150","D"
"20192","04069472","41","4","1","57","E","160","D"
"20192","04069472","41","5","1","36","E","170","D"
"20192","04069472","41","6","1","66","E","180","D"
"20192","04069472","41","7","1","70","E","190","D"
"20192","04070632","7","0","1","","H","","A"
"20192","04070632","7","1","1","8","E","100","D"
"20192","04070632","7","2","1","1","E","110","D"
"20192","04070632","7","3","1","2","E","120","D"
"20192","04070632","7","4","1","7","E","130","D"
"20192","04070632","7","5","1","11","E","150","D"
"20192","04070632","7","6","1","2","E","160","D"
"20192","04070632","7","7","1","2","E","170","D"
"20192","04070632","7","8","1","1","E","180","D"
"20192","04070632","7","9","1","1","E","190","D"
"20192","04070632","7","10","1","3","E","210","D"
"20192","04070632","7","11","1","2","E","220","D"
"20192","04076072","59","0","1","","H","","A"
"20192","04076072","59","1","1","13","E","100","D"
"20192","04076072","59","2","1","5","E","110","D"
"20192","04076752","18","0","1","","H","","A"
"20192","04076752","18","1","1","54","E","120","D"
"20192","04076752","18","2","1","9","E","140","D"
"20192","04076752","18","3","1","262","E","150","D"
"20192","04076752","18","4","1","67","E","160","D"
"20192","04076752","18","5","1","54","E","170","D"
"20192","04076752","18","6","1","31","E","180","D"
"20192","04076752","18","7","1","23","E","190","D"
"20192","04077042","32","0","1","","H","","A"
"20192","04077042","32","1","1","21","E","210","D"
"20192","04077042","32","2","1","19","E","220","D"
"20192","04077142","68","0","1","","H","","A"
"20192","04077142","68","1","1","58","E","100","D"
"20192","04077142","68","2","1","13","E","110","D"
"20192","04077142","68","3","1","23","E","120","D"
"20192","04077142","68","4","1","107","E","130","D"
"20192","04077142","68","5","1","3","E","140","D"
"20192","04077142","68","6","1","139","E","150","D"
"20192","04077142","68","7","1","21","E","160","D"
"20192","04077142","68","8","1","13","E","170","D"
"20192","04077142","68","9","1","25","E","180","D"
"20192","04077142","68","10","1","26","E","190","D"
"20192","04077142","68","11","1","37","E","210","D"
"20192","04077142","68","12","1","35","E","220","D"
"20192","04077533","65","0","1","","H","","A"
"20192","04077533","65","1","1","175","E","100","D"
"20192","04077533","65","2","1","32","E","110","D"
"20192","04077533","65","3","1","65","E","120","D"
"20192","04077533","65","4","1","367","E","130","D"
"20192","04077533","65","5","1","9","E","140","D"
"20192","04077533","65","6","1","454","E","150","D"
"20192","04077533","65","7","1","56","E","160","D"
"20192","04077533","65","8","1","47","E","170","D"
"20192","04077533","65","9","1","48","E","190","D"
"20192","04077533","65","10","1","86","E","210","D"
"20192","04077533","65","11","1","161","E","220","D"
"20192","04077592","27","0","1","","H","","A"
"20192","04077592","27","1","1","14","E","120","D"
"20192","04077592","27","2","1","1","E","140","D"
"20192","04077592","27","3","1","78","E","150","D"
"20192","04077592","27","4","1","13","E","160","D"
"20192","04077592","27","5","1","5","E","170","D"
"20192","04077592","27","6","1","325","E","180","D"
"20192","04077592","27","7","1","14","E","190","D"
"20192","04078474","33","0","1","","H","","A"
"20192","04078474","33","1","1","560","E","130","D"
"20192","04091442","21","0","1","","H","","A"
"20192","04091442","21","1","1","284","E","100","D"
"20192","04091442","21","2","1","53","E","110","D"
"20192","04091442","21","3","1","108","E","120","D"
"20192","04091442","21","4","1","613","E","130","D"
"20192","04091442","21","5","1","16","E","140","D"
"20192","04091442","21","6","1","756","E","150","D"
"20192","04091442","21","7","1","98","E","160","D"
"20192","04091442","21","8","1","79","E","170","D"
"20192","04091442","21","9","1","80","E","190","D"
"20192","04091442","21","10","1","144","E","210","D"
"20192","04091442","21","11","1","269","E","220","D"
"20192","04094072","29","0","1","","H","","A"
"20192","04094072","29","1","1","12","E","120","D"
"20192","04094072","29","2","1","1","E","140","D"
"20192","04094072","29","3","1","59","E","150","D"
"20192","04094072","29","4","1","10","E","160","D"
"20192","04094072","29","5","1","3","E","170","D"
"20192","04094072","29","6","1","147","E","180","D"
"20192","04094072","29","7","1","6","E","190","D"
"20192","04096503","18","0","1","","H","","A"
"20192","04096503","18","1","1","41","E","100","D"
"20192","04096503","18","2","1","10","E","110","D"
"20192","04096503","18","3","1","20","E","120","D"
"20192","04096503","18","4","1","3","E","140","D"
"20192","04096503","18","5","1","106","E","150","D"
"20192","04096503","18","6","1","27","E","160","D"
"20192","04096503","18","7","1","22","E","170","D"
"20192","04096503","18","8","1","12","E","180","D"
"20192","04096503","18","9","1","9","E","190","D"
"20192","04096892","16","0","1","","H","","A"
"20192","04096892","16","1","1","63","E","120","D"
"20192","04096892","16","2","1","6","E","140","D"
"20192","04096892","16","3","1","391","E","150","D"
"20192","04096892","16","4","1","21","E","160","D"
"20192","04096892","16","5","1","50","E","170","D"
"20192","04096892","16","6","1","69","E","190","D"
"20192","04097012","53","0","1","","H","","A"
"20192","04097012","53","1","1","164","E","100","D"
"20192","04097012","53","2","1","45","E","110","D"
"20192","04097012","53","3","1","51","E","120","D"
"20192","04097012","53","4","1","379","E","130","D"
"20192","04097012","53","5","1","10","E","140","D"
"20192","04097012","53","6","1","370","E","150","D"
"20192","04097012","53","7","1","58","E","160","D"
"20192","04097012","53","8","1","37","E","170","D"
"20192","04097012","53","9","1","324","E","180","D"
"20192","04097012","53","10","1","60","E","190","D"
"20192","04097012","53","11","1","113","E","210","D"
"20192","04097012","53","12","1","129","E","220","D"
"20192","04099222","61","0","1","","H","","A"
"20192","04099222","61","1","1","1","E","120","D"
"20192","04099222","61","2","1","15","E","150","D"
"20192","04099222","61","3","1","1","E","160","D"
"20192","04099222","61","4","1","1","E","170","D"
"20192","04099222","61","5","1","2","E","180","D"
"20192","04099222","61","6","1","2","E","190","D"
"20192","04099252","37","0","1","","H","","A"
"20192","04099252","37","1","1","73","E","100","D"
"20192","04099252","37","2","1","28","E","110","D"
"20192","04099252","37","3","1","41","E","120","D"
"20192","04099252","37","4","1","146","E","130","D"
"20192","04099252","37","5","1","6","E","140","D"
"20192","04099252","37","6","1","293","E","150","D"
"20192","04099252","37","7","1","51","E","160","D"
"20192","04099252","37","8","1","21","E","170","D"
"20192","04099252","37","9","1","1214","E","180","D"
"20192","04099252","37","10","1","52","E","190","D"
"20192","04099252","37","11","1","40","E","210","D"
"20192","04099252","37","12","1","35","E","220","D"
"20192","04099282","13","0","1","","H","","A"
"20192","04099282","13","1","1","59","E","100","D"
"20192","04099282","13","2","1","27","E","110","D"
"20192","04099282","13","3","1","29","E","120","D"
"20192","04099282","13","4","1","116","E","130","D"
"20192","04099282","13","5","1","5","E","140","D"
"20192","04099282","13","6","1","234","E","150","D"
"20192","04099282","13","7","1","41","E","160","D"
"20192","04099282","13","8","1","17","E","170","D"
"20192","04099282","13","9","1","971","E","180","D"
"20192","04099282","13","10","1","41","E","190","D"
"20192","04099282","13","11","1","32","E","210","D"
"20192","04099282","13","12","1","28","E","220","D"
"20192","04099832","32","0","1","","H","","A"
"20192","04099832","32","1","1","28","E","120","D"
"20192","04099832","32","2","1","5","E","140","D"
"20192","04099832","32","3","1","214","E","150","D"
"20192","04099832","32","4","1","33","E","160","D"
"20192","04099832","32","5","1","21","E","170","D"
"20192","04099832","32","6","1","38","E","180","D"
"20192","04099832","32","7","1","41","E","190","D"
"20192","04100802","31","0","1","","H","","A"
"20192","04100802","31","1","1","65","E","100","D"
"20192","04100802","31","2","1","16","E","110","D"
"20192","04100802","31","3","1","29","E","120","D"
"20192","04100802","31","4","1","4","E","140","D"
"20192","04100802","31","5","1","175","E","150","D"
"20192","04100802","31","6","1","26","E","160","D"
"20192","04100802","31","7","1","8","E","170","D"
"20192","04100802","31","8","1","275","E","180","D"
"20192","04100802","31","9","1","27","E","190","D"
"20192","04100802","31","10","1","42","E","210","D"
"20192","04100802","31","11","1","33","E","220","D"
"20192","04101092","51","0","1","","H","","A"
"20192","04101092","51","1","1","563","E","130","D"
"20192","04102812","30","0","1","","H","","A"
"20192","04102812","30","1","1","127","E","100","D"
"20192","04102812","30","2","1","29","E","110","D"
"20192","04102812","30","3","1","34","E","120","D"
"20192","04102812","30","4","1","226","E","130","D"
"20192","04102812","30","5","1","7","E","140","D"
"20192","04102812","30","6","1","294","E","150","D"
"20192","04102812","30","7","1","45","E","160","D"
"20192","04102812","30","8","1","29","E","170","D"
"20192","04102812","30","9","1","53","E","180","D"
"20192","04102812","30","10","1","56","E","190","D"
"20192","04103742","13","0","1","","H","","A"
"20192","04103742","13","1","1","7","E","120","D"
"20192","04103742","13","2","1","1","E","140","D"
"20192","04103742","13","3","1","39","E","150","D"
"20192","04103742","13","4","1","13","E","160","D"
"20192","04103742","13","5","1","8","E","170","D"
"20192","04103742","13","6","1","4","E","180","D"
"20192","04103742","13","7","1","3","E","190","D"
"20192","04104082","22","0","1","","H","","A"
"20192","04104082","22","1","1","21","E","100","D"
"20192","04104082","22","2","1","4","E","110","D"
"20192","04105022","18","0","1","","H","","A"
"20192","04105022","18","1","1","20","E","130","D"
"20192","04107172","41","0","1","","H","","A"
"20192","04107172","41","1","1","41","E","120","D"
"20192","04107172","41","2","1","5","E","140","D"
"20192","04107172","41","3","1","266","E","150","D"
"20192","04107172","41","4","1","33","E","160","D"
"20192","04107172","41","5","1","27","E","170","D"
"20192","04107172","41","6","1","28","E","190","D"
"20192","04109162","38","0","1","","H","","A"
"20192","04109162","38","1","1","932","E","100","D"
"20192","04109162","38","2","1","222","E","110","D"
"20192","04109162","38","3","1","258","E","120","D"
"20192","04109162","38","4","1","1718","E","130","D"
"20192","04109162","38","5","1","59","E","140","D"
"20192","04109162","38","6","1","2234","E","150","D"
"20192","04109162","38","7","1","348","E","160","D"
"20192","04109162","38","8","1","220","E","170","D"
"20192","04109162","38","9","1","402","E","180","D"
"20192","04109162","38","10","1","431","E","190","D"
"20192","04109162","38","11","1","609","E","210","D"
"20192","04109162","38","12","1","567","E","220","D"
"20192","04110022","72","0","1","","H","","A"
"20192","04110022","72","1","1","1","E","120","D"
"20192","04110022","72","2","1","3","E","140","D"
"20192","04110022","72","3","1","12","E","150","D"
"20192","04110022","72","4","1","2","E","160","D"
"20192","04110022","72","5","1","1","E","170","D"
"20192","04110022","72","6","1","2","E","180","D"
"20192","04110022","72","7","1","2","E","190","D"
"20192","04110072","33","0","1","","H","","A"
"20192","04110072","33","1","1","474","E","100","D"
"20192","04110072","33","2","1","152","E","110","D"
"20192","04110072","33","3","1","305","E","120","D"
"20192","04110072","33","4","1","33","E","140","D"
"20192","04110072","33","5","1","1872","E","150","D"
"20192","04110072","33","6","1","105","E","160","D"
"20192","04110072","33","7","1","225","E","170","D"
"20192","04110072","33","8","1","334","E","190","D"
"20192","04110602","25","0","1","","H","","A"
"20192","04110602","25","1","1","214","E","100","D"
"20192","04110602","25","2","1","59","E","110","D"
"20192","04110602","25","3","1","115","E","120","D"
"20192","04110602","25","4","1","389","E","130","D"
"20192","04110602","25","5","1","21","E","140","D"
"20192","04110602","25","6","1","598","E","150","D"
"20192","04110602","25","7","1","154","E","160","D"
"20192","04110602","25","8","1","125","E","170","D"
"20192","04110602","25","9","1","72","E","180","D"
"20192","04110602","25","10","1","53","E","190","D"
"20192","04173151","14","0","1","","H","","A"
"20192","04173151","14","1","1","379","E","100","D"
"20192","04173151","14","2","1","121","E","110","D"
"20192","04178801","24","0","1","","H","","A"
"20192","04178801","24","1","1","101","E","120","D"
"20192","04178801","24","2","1","22","E","140","D"
"20192","04178801","24","3","1","847","E","150","D"
"20192","04178801","24","4","1","132","E","160","D"
"20192","04178801","24","5","1","83","E","170","D"
"20192","04178801","24","6","1","152","E","180","D"
"20192","04178801","24","7","1","163","E","190","D"
"20192","04182391","3","0","1","","H","","A"
"20192","04182391","3","1","1","32","E","100","D"
"20192","04182391","3","2","1","9","E","110","D"
"20192","04182391","3","3","1","23","E","120","D"
"20192","04182391","3","4","1","60","E","130","D"
"20192","04182391","3","5","1","3","E","140","D"
"20192","04182391","3","6","1","92","E","150","D"
"20192","04182391","3","7","1","23","E","160","D"
"20192","04182391","3","8","1","19","E","170","D"
"20192","04182391","3","9","1","11","E","180","D"
"20192","04182391","3","10","1","8","E","190","D"
"20192","04182391","3","11","1","24","E","210","D"
"20192","04182391","3","12","1","16","E","220","D"
"20192","04183881","31","0","1","","H","","A"
"20192","04183881","31","1","1","16","E","120","D"
"20192","04183881","31","2","1","2","E","140","D"
"20192","04183881","31","3","1","97","E","150","D"
"20192","04183881","31","4","1","14","E","160","D"
"20192","04183881","31","5","1","4","E","170","D"
"20192","04183881","31","6","1","152","E","180","D"
"20192","04183881","31","7","1","15","E","190","D"
"20192","04184264","68","0","1","","H","","A"
"20192","04184264","68","1","1","101","E","120","D"
"20192","04184264","68","2","1","22","E","140","D"
"20192","04184264","68","3","1","847","E","150","D"
"20192","04184264","68","4","1","132","E","160","D"
"20192","04184264","68","5","1","83","E","170","D"
"20192","04184264","68","6","1","152","E","180","D"
"20192","04184264","68","7","1","163","E","190","D"
"20192","04184541","18","0","1","","H","","A"
"20192","04184541","18","1","1","152","E","100","D"
"20192","04184541","18","2","1","44","E","110","D"
"20192","04184541","18","3","1","68","E","120","D"
"20192","04184541","18","4","1","252","E","130","D"
"20192","04184541","18","5","1","12","E","140","D"
"20192","04184541","18","6","1","475","E","150","D"
"20192","04184541","18","7","1","81","E","160","D"
"20192","04184541","18","8","1","27","E","170","D"
"20192","04184541","18","9","1","1167","E","180","D"
"20192","04184541","18","10","1","52","E","190","D"
"20192","04184721","9","0","1","","H","","A"
"20192","04184721","9","1","1","125","E","100","D"
"20192","04184721","9","2","1","35","E","110","D"
"20192","04184721","9","3","1","198","E","130","D"
"20192","04184721","9","4","1","74","E","210","D"
"20192","04184721","9","5","1","68","E","220","D"
"20192","04187143","28","0","1","","H","","A"
"20192","04187143","28","1","1","45","E","100","D"
"20192","04187143","28","2","1","13","E","110","D"
"20192","04187143","28","3","1","26","E","120","D"
"20192","04187143","28","4","1","74","E","130","D"
"20192","04187143","28","5","1","3","E","140","D"
"20192","04187143","28","6","1","142","E","150","D"
"20192","04187143","28","7","1","24","E","160","D"
"20192","04187143","28","8","1","8","E","170","D"
