"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","LSD__AKE","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_","LSD_MAKE"
"20191","04027942","23","0","5","01","D","105","D","2016","D","","A","36","D","10","D","409","D","3","D","","A","7000","D","","A","","A","","A","409","D","409","D","409","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20191","04028192","16","0","5","01","D","105","D","2018","D","","A","24","D","07","D","350","D","3","D","","A","","A","","A","","A","","A","350","D","350","D","350","D","","A","","A","","A","","A","","A","D","","A","2018","D","DOD"
"20191","04028192","17","0","5","02","D","105","D","2018","D","","A","12","D","08","D","550","D","3","D","","A","","A","","A","","A","","A","550","D","550","D","550","D","","A","","A","","A","","A","","A","D","","A","2018","D","DOD"
"20191","04028192","18","0","5","03","D","105","D","2018","D","","A","12","D","08","D","450","D","3","D","","A","","A","","A","","A","","A","450","D","450","D","450","D","","A","","A","","A","","A","","A","D","","A","2018","D","JEE"
"20191","04028582","10","0","1","01","D","105","D","2018","D","","A","48","D","02","D","400","D","3","D","","A","1500","D","","C","","A","","A","400","D","400","D","400","D","","A","","A","","A","","B","","A","D","","A","2018","D","TOY"
"20191","04029592","17","0","5","01","D","105","D","2018","D","","A","24","D","06","D","283","D","3","D","","A","5000","D","","A","","A","","A","283","D","283","D","283","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20191","04029932","19","0","1","01","D","105","D","2018","D","","A","30","D","06","D","298","D","3","D","","A","","A","3000","D","","A","","A","298","D","298","D","298","D","","A","","A","","A","3000","D","","A","D","","A","2018","D","BMW"
"20191","04030092","10","0","5","01","D","105","D","2016","D","","A","48","D","06","F","320","D","3","D","","A","","A","","A","","A","","A","320","D","320","D","320","D","","A","","A","","A","","A","","A","D","","A","2018","F","KIA"
"20191","04030622","30","0","5","01","D","105","D","2018","D","","A","36","D","10","D","297","D","3","D","","A","","A","","A","","A","","A","297","D","297","D","297","D","","A","","A","","A","","A","","A","D","","A","2018","D","NIS"
"20191","04031052","6","0","1","01","D","105","D","2016","D","","A","60","D","01","D","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20191","04032262","8","0","1","01","D","105","D","2016","D",".50","D","36","D","05","D","600","D","3","D","","A","","A","2000","D","","A","","A","600","D","600","D","600","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","HON"
"20191","04032442","25","0","5","01","D","105","D","2017","D","","A","36","D","06","D","385","D","3","D","","A","","A","3000","D","","A","","A","385","D","385","D","385","D","","A","","A","","A","3000","D","","A","D","","A","2017","D","MAZ"
"20191","04033182","20","0","5","01","D","105","D","2019","D","","A","36","D","11","D","450","D","3","D","","A","","A","","A","","A","","A","450","D","450","D","450","D","","A","","A","","A","","A","","A","D","","A","2018","D","CHE"
"20191","04033392","7","0","1","01","D","105","D","2018","D","","A","","C","05","F","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2018","D","CAD"
"20191","04034172","24","0","5","01","D","105","D","2019","D","","A","36","D","11","D","450","D","3","D","","A","","A","1500","D","","A","","A","450","D","450","D","450","D","","A","","A","","A","1500","D","","A","D","","A","2018","D","MRB"
"20191","04034742","17","0","5","01","D","105","D","2016","D","","A","36","D","05","D","456","D","3","D","","A","","A","1500","D","","A","","A","456","D","456","D","456","D","","A","","A","","A","1500","D","","A","D","","A","2016","D","SUB"
"20191","04034802","49","0","5","01","D","105","D","2016","D","","A","39","D","08","D","586","D","3","D","","A","16000","D","","A","","A","","A","586","D","586","D","586","D","","A","","A","","A","","A","","A","D","","A","2016","D","CHE"
"20191","04035852","21","0","5","01","D","105","D","2018","D",".50","D","36","D","06","D","380","D","3","D","","A","","A","1000","D","","A","","A","380","D","380","D","380","D","","A","","A","","A","1000","D","","A","D","","A","2018","D","BMW"
"20191","04036182","6","0","5","01","D","105","D","2018","D","","A","36","D","08","D","530","D","3","D","","A","6000","D","2000","D","","A","","A","530","D","530","D","530","D","","A","","A","","A","2000","D","","A","D","","A","2018","D","TOY"
"20191","04036632","27","0","5","01","D","105","D","2016","D","","A","36","D","04","D","213","D","3","D","","A","","A","3000","D","","A","","A","213","D","213","D","213","D","","A","","A","","A","3000","D","","A","D","","A","2016","D","TOY"
"20191","04036802","17","0","5","01","D","105","D","2018","D","","A","36","D","05","D","187","D","3","D","","A","7500","D","","A","","A","","A","187","D","187","D","187","D","","A","","A","","A","","A","","A","D","","A","2018","D","TOY"
"20191","04036802","18","0","5","02","D","105","D","2018","D","","A","36","D","05","D","325","D","3","D","","A","","A","1800","D","","A","","A","325","D","325","D","325","D","","A","","A","","A","1800","D","","A","D","","A","2018","D","TOY"
"20191","04036982","14","0","5","01","D","105","D","2019","D","","A","24","D","09","D","570","D","3","D","","A","","A","500","D","","A","","A","570","D","570","D","570","D","","A","","A","","A","500","D","","A","D","","A","2018","D","CAD"
"20191","04037322","13","0","5","01","D","105","D","2017","D","","A","38","D","11","D","449","D","3","D","","A","","A","","A","","A","","A","449","D","449","D","449","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHR"
"20191","04037322","14","0","5","02","D","105","D","2018","D","","A","39","D","11","D","253","D","3","D","","A","1000","D","","A","","A","","A","253","D","253","D","253","D","","A","","A","","A","","A","","A","D","","A","2017","D","HYU"
"20191","04037722","7","0","5","01","D","105","D","2016","D","","A","60","D","03","D","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20191","04038152","11","0","5","01","D","105","D","2016","D","","A","36","D","06","D","700","D","3","D","","A","","A","","A","","A","","A","700","D","700","D","700","D","","A","","A","","A","","A","","A","D","","A","2016","D","MAZ"
"20191","04038202","11","0","5","01","D","105","D","2016","D","","A","48","D","11","D","370","D","3","D","","A","","A","","A","","A","","A","370","D","370","D","370","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20191","04038252","56","0","5","01","D","105","D","2017","D","","A","36","D","02","D","","C","3","D","","A","","A","","C","","A","","A","500","F","500","F","500","F","","A","","A","","A","","B","","A","D","","A","2017","D","MAZ"
"20191","04039774","13","0","5","01","D","105","D","2018","D","","A","","C","01","D","300","D","3","D","","A","","A","","A","","A","","A","300","D","300","D","300","D","","A","","A","","A","","A","","A","D","","A","2018","D","FOR"
"20191","04040062","34","0","1","01","D","105","D","2018","D",".60","D","36","D","12","D","745","D","3","D","","A","","A","3000","D","","A","","A","745","D","745","D","745","D","145","D","145","D","145","D","3000","D","","A","D","","A","2018","D","AUD"
"20191","04040062","35","0","1","02","D","105","D","2017","D",".60","D","36","D","10","D","457","D","3","D","","A","","A","","A","","A","","A","457","D","457","D","457","D","112","D","112","D","112","D","","A","","A","D","","A","2017","D","KIA"
"20191","04040442","17","0","5","01","D","105","D","2018","D","","A","36","D","07","D","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2018","D","TOY"
"20191","04040712","9","0","5","01","D","105","D","2016","D","","A","36","D","12","D","800","D","3","D","","A","","A","","A","","A","","A","800","D","800","D","800","D","","A","","A","","A","","A","","A","D","","A","2016","D","CAD"
"20191","04040782","30","0","5","01","D","105","D","2018","D","","A","36","D","05","D","370","D","3","D","","A","6000","D","","A","","A","","A","370","D","370","D","370","D","","A","","A","","A","","A","","A","D","","A","2018","D","BUI"
"20191","04041332","8","0","5","01","D","105","D","2017","D","","A","36","D","06","D","270","D","3","D","","A","","A","","A","","A","","A","270","D","270","D","270","D","","A","","A","","A","","A","","A","D","","A","2018","D","HON"
"20191","04042272","15","0","5","01","D","105","D","2016","D","","A","36","D","03","D","236","D","3","D","","A","","A","5000","D","","A","","A","236","D","236","D","236","D","","A","","A","","A","5000","D","","A","D","","A","2016","D","BMW"
"20191","04042412","17","0","5","01","D","105","D","2014","D","","A","48","D","04","D","179","D","3","D","","A","","A","","A","","A","","A","179","D","179","D","179","D","","A","","A","","A","","A","","A","D","","A","2015","D","DOD"
"20191","04042412","18","0","5","02","D","105","D","2017","D","","A","60","D","11","F","359","D","3","D","","A","","A","","A","","A","","A","359","D","359","D","359","D","","A","","A","","A","","A","","A","D","","A","2017","D","KIA"
"20191","04043192","17","0","5","01","D","105","D","2017","D","","A","36","D","04","D","323","D","3","D","","A","","A","","A","","A","","A","323","D","323","D","323","D","","A","","A","","A","","A","","A","D","","A","2016","D","HON"
"20191","04043712","9","0","1","01","D","105","D","2019","D","","A","48","D","02","D","300","D","3","D","","A","","A","","A","","A","","A","","A","","A","300","D","","A","","A","","A","","A","","A","D","","A","2019","D","TOY"
"20191","04043732","8","0","5","01","D","105","D","2014","D","","A","60","D","08","D","300","D","3","D","","A","","C","","A","","A","","A","300","D","300","D","300","D","","A","","A","","A","","A","","A","D","","A","2017","D","MAZ"
"20191","04044252","26","0","5","01","D","105","D","2016","D","","A","36","D","05","D","166","D","3","D","","A","","A","3000","D","","A","","A","166","D","166","D","166","D","","A","","A","","A","3000","D","","A","D","","A","2016","D","TOY"
"20191","04044572","23","0","5","01","D","105","D","2018","D","","A","36","D","11","D","345","D","3","D","","A","","A","2500","D","","A","","A","345","D","345","D","345","D","","A","","A","","A","2500","D","","A","D","","A","2018","D","TOY"
"20191","04044682","28","0","5","01","D","105","D","2016","D","","A","36","D","05","D","440","D","3","D","","A","","A","","A","","A","01","D","440","D","440","D","440","D","125","D","125","D","125","D","","A","","A","D","","A","2016","D","FOR"
"20191","04044682","29","0","5","02","D","105","D","2018","D","","A","24","D","02","D","473","D","3","D","","A","","A","","A","","A","","A","","A","","A","473","D","","A","","A","150","D","","A","","A","D","","A","2019","D","FOR"
"20191","04044682","30","0","1","03","D","105","D","2019","D","","A","36","D","02","D","473","D","3","D","","A","","A","","A","","A","","A","","A","","A","473","D","","A","","A","","C","","A","","A","D","","A","2019","D","FOR"
"20191","04044702","10","0","5","01","D","105","D","2018","D","","A","36","D","03","D","500","D","3","D","","A","","A","3200","D","","A","","A","500","D","500","D","500","D","","A","","A","","A","3200","D","","A","D","","A","2018","D","JEE"
"20191","04045102","11","0","1","01","D","105","D","2017","D","","A","36","D","07","D","655","D","3","D","","A","","A","2000","D","","A","","A","655","D","655","D","655","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","TOY"
"20191","04045102","12","0","1","02","D","105","D","2019","D","","A","36","D","11","D","400","D","3","D","","A","","A","490","D","","A","","A","400","D","400","D","400","D","","A","","A","","A","490","D","","A","D","","A","2018","D","HON"
"20191","04045663","22","0","1","01","D","105","D","2017","D","","A","36","D","02","D","436","D","3","D","","A","","A","","A","","A","","A","436","D","436","D","436","D","","A","","A","","A","","A","","A","D","","A","2017","D","DOD"
"20191","04045952","45","0","5","01","D","105","D","2018","D","","A","36","D","07","D","551","D","3","D","","A","","A","","A","","A","","A","551","D","551","D","551","D","","A","","A","","A","","A","","A","D","","A","2018","D","JEE"
"20191","04046042","29","0","5","01","D","105","D","2017","D","","A","36","D","05","D","281","D","3","D","","A","6000","D","","A","","A","","A","281","D","281","D","281","D","","A","","A","","A","","A","","A","D","","A","2017","D","NIS"
"20191","04046042","30","0","5","02","D","105","D","2018","D","","A","24","D","05","D","386","D","3","D","","A","12000","D","","A","","A","","A","386","D","386","D","386","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20191","04046242","10","0","1","01","D","105","D","","C","","A","36","D","07","F","174","D","3","D","","A","","A","","A","","A","","A","174","D","174","D","174","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20191","04046242","11","0","1","02","D","105","D","","C","","A","36","D","04","F","158","D","3","D","","A","","A","","A","","A","","A","158","D","158","D","158","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20191","04046582","15","0","5","01","D","105","D","2018","D","","A","36","D","12","D","329","D","3","D","","A","","A","","A","","A","","A","329","D","329","D","329","D","","A","","A","","A","","A","","A","D","","A","2018","D","NIS"
"20191","04046582","16","0","5","02","D","105","D","2018","D","","A","36","D","12","D","222","D","3","D","","A","","A","","A","","A","","A","222","D","222","D","222","D","","A","","A","","A","","A","","A","D","","A","2017","D","NIS"
"20191","04046982","32","0","5","01","D","105","D","2018","D","","A","36","D","12","D","486","D","3","D","","A","","A","2000","D","","A","","A","486","D","486","D","486","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","SUB"
"20191","04047162","20","0","5","01","D","105","D","2017","D","","A","36","D","02","D","250","D","3","D","","A","","A","2000","D","","A","","A","250","D","250","D","250","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","FOR"
"20191","04047162","21","0","5","02","D","105","D","2016","D","","A","36","D","06","D","310","D","3","D","","A","","A","","A","","A","","A","310","D","310","D","310","D","","A","","A","","A","","A","","A","D","","A","2016","D","FOR"
"20191","04047312","13","0","1","01","D","105","D","2018","D","","A","36","D","01","D","350","D","3","D","","A","","A","","C","","A","","A","","A","350","D","350","D","","A","","A","","A","1000","F","","A","D","","A","2019","D","HYU"
"20191","04047442","32","0","5","01","D","105","D","2017","D","","A","39","D","02","D","406","D","3","D","","A","","A","2000","D","","A","","A","406","D","406","D","406","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","CHE"
"20191","04047602","13","0","5","01","D","105","D","2017","D","","A","","C","04","F","559","D","3","D","","A","","A","","A","","A","","A","559","D","559","D","559","D","","A","","A","","A","","A","","A","D","","A","2017","D","LEX"
"20191","04047902","21","0","1","01","D","105","D","2016","D","","A","36","D","09","D","382","D","3","D","","A","","A","","A","","A","","A","382","D","382","D","382","D","","A","","A","","A","","A","","A","D","","A","2016","D","LEX"
"20191","04047902","22","0","1","02","D","105","D","2017","D","","A","36","D","05","D","402","D","3","D","","A","","A","500","D","","A","","A","402","D","402","D","402","D","","A","","A","","A","500","D","","A","D","","A","2017","D","FOR"
"20191","04047902","23","0","1","03","D","105","D","2016","D","","A","36","D","04","D","403","D","3","D","","A","","A","","A","","A","","A","403","D","403","D","403","D","","A","","A","","A","","A","","A","D","","A","2016","D","HYU"
"20191","04048632","14","0","5","01","D","105","D","2018","D","","A","24","D","06","D","250","D","3","D","","A","","A","1500","D","","A","","A","250","D","250","D","250","D","","A","","A","","A","1500","D","","A","D","","A","2018","D","FOR"
"20191","04069811","9","0","1","01","D","105","D","2012","D","","A","21","D","08","D","150","D","3","D","","A","","A","8500","D","","A","","A","150","D","150","D","150","D","","A","","A","","A","8500","D","","A","D","","A","2018","D","HYU"
"20191","04069891","10","0","1","01","D","105","D","2011","D","","A","","C","12","D","250","D","3","D","","A","","A","1000","D","","A","","A","","A","","A","250","D","","A","","A","","A","1000","D","","A","D","","A","2018","D","BUI"
"20191","04070361","10","0","1","01","D","105","D","2017","D","","A","36","D","01","D","237","D","3","D","","A","1500","D","","A","","A","","A","237","D","237","D","237","D","38","D","38","D","38","D","","A","","A","D","","A","2017","D","JEE"
"20191","04070401","44","0","1","01","D","105","D","2018","D","","A","36","D","03","D","360","D","3","D","","A","20000","D","","A","","A","","A","360","D","360","D","360","D","","A","","A","","A","","A","","A","D","","A","2018","D","CHE"
"20191","04070501","9","0","1","01","D","105","D","2019","D","","A","36","D","10","D","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","C","","C","","C","","A","","A","D","","A","2018","D","SUB"
"20191","04071111","8","0","1","01","D","105","D","2017","D","","A","","C","12","F","","C","3","D","","A","","A","","C","","A","","A","260","F","260","F","260","F","","A","","A","","A","","B","","A","D","","A","2017","D","KIA"
"20191","04071341","11","0","1","01","D","105","D","2016","D","","A","39","D","11","D","568","D","3","D","","A","","A","","A","","A","","A","568","D","568","D","568","D","17","D","17","D","17","D","","A","","A","D","","A","2015","D","VOV"
"20191","04071451","16","0","1","01","D","105","D","2018","D","","A","36","D","02","D","240","D","3","D","","A","","A","","A","","A","","A","240","D","240","D","240","D","","A","","A","","A","","A","","A","D","","A","2018","D","TOY"
"20191","04071451","17","0","1","02","D","105","D","2017","D","","A","36","D","02","D","170","D","3","D","","A","3000","D","","A","","A","","A","170","D","170","D","170","D","","A","","A","","A","","A","","A","D","","A","2017","D","HON"
"20191","04071611","21","0","1","01","D","105","D","2014","D","","A","24","D","08","D","479","D","3","D","","A","4000","D","","A","","A","11","D","479","D","479","D","","A","","A","","A","","A","","A","550","D","D","2018","D","2016","D","GMC"
"20191","04071951","12","0","1","01","D","105","D","2017","D","","A","48","D","04","D","223","D","3","D","","A","","A","","A","","A","","A","223","D","223","D","223","D","","A","","A","","A","","A","","A","D","","A","2017","D","BUI"
"20191","04072131","5","0","1","01","D","105","D","2017","D","","A","","C","05","D","360","D","3","D","","A","","A","1700","D","","A","","A","360","D","360","D","360","D","","A","","A","","A","1700","D","","A","D","","A","2017","D","HON"
"20191","04072251","22","0","1","01","D","105","D","2017","D","","A","36","D","11","D","209","D","3","D","","A","","A","","C","","A","","A","209","D","209","D","209","D","","A","","A","","A","","B","","A","D","","A","2017","D","HON"
"20191","04072371","22","0","1","01","D","105","D","2017","D","","A","39","D","09","D","380","D","3","D","","A","","A","","A","","A","","A","380","D","380","D","380","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20191","04072991","22","0","1","01","D","105","D","2018","D","","A","39","D","10","D","699","D","3","D","","A","","A","","A","","A","","A","699","D","699","D","699","D","","A","","A","","A","","A","","A","D","","A","2017","D","CAD"
"20191","04073491","13","0","1","01","D","105","D","2017","D","","A","36","D","08","D","405","D","3","D","","A","","A","","A","","A","","A","405","D","405","D","405","D","","A","","A","","A","","A","","A","D","","A","2017","D","LIN"
"20191","04073491","14","0","1","02","D","105","D","2018","D","","A","36","D","10","D","385","D","3","D","","A","","A","","A","","A","","A","385","D","385","D","385","D","","A","","A","","A","","A","","A","D","","A","2018","D","LIN"
"20191","04074221","9","0","1","01","D","105","D","2015","D","","A","42","D","01","D","230","D","3","D","","A","","A","1400","D","","A","","A","230","D","230","D","230","D","","A","","A","","A","1400","D","","A","D","","A","2016","D","FOR"
"20191","04074571","13","0","1","01","D","105","D","2018","D","","A","48","D","06","D","297","D","3","D","","A","","A","","A","","A","","A","297","D","297","D","297","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20191","04074721","13","0","1","01","D","105","D","2017","D","","A","36","D","06","D","257","D","3","D","","A","","A","1000","D","","A","","A","257","D","257","D","257","D","","A","","A","","A","1000","D","","A","D","","A","2017","D","NIS"
"20191","04074791","33","0","1","01","D","105","D","2016","D","","A","36","D","12","F","","C","3","D","","A","","A","","A","","A","","A","200","F","200","F","200","F","","A","","A","","A","","A","","A","D","","A","2016","D","VOK"
"20191","04075061","8","0","1","01","D","105","D","2017","D","","A","36","D","04","D","150","D","3","D","","A","1500","D","","A","","A","","A","150","D","150","D","150","D","","A","","A","","A","","A","","A","D","","A","2017","D","HYU"
"20191","04075071","13","0","1","01","D","105","D","2017","D","","A","36","D","11","D","436","D","3","D","","A","","A","","C","","A","","A","436","D","436","D","436","D","","A","","A","","A","","B","","A","D","","A","2017","D","GMC"
"20191","04075071","14","0","1","02","D","105","D","2015","D","","A","36","D","06","D","386","D","3","D","","A","","A","","C","","A","","A","386","D","386","D","386","D","","A","","A","","A","","B","","A","D","","A","2016","D","CHE"
"20191","04075561","11","0","1","01","D","105","D","2018","D","","A","32","D","02","D","415","D","3","D","","A","","A","","A","","A","","A","415","D","415","D","415","D","","A","","A","","A","","A","","A","D","","A","2018","D","TOY"
"20191","04075871","16","0","1","01","D","105","D","2018","D","","A","39","D","05","D","465","D","3","D","","A","16300","D","","A","","A","","A","465","D","465","D","465","D","","A","","A","","A","","A","","A","D","","A","2018","D","SUB"
"20191","04076011","39","0","1","01","D","105","D","2017","D","","A","36","D","10","D","183","D","3","D","","A","5000","D","","A","","A","","A","183","D","183","D","183","D","","A","","A","","A","","A","","A","D","","A","2017","D","SUB"
"20191","04076531","11","0","1","01","D","105","D","2019","D","","A","36","D","11","D","240","D","3","D","","A","","A","","A","","A","","A","","A","240","D","240","D","","A","","A","","A","","A","","A","D","","A","2018","D","VOK"
"20191","04076531","12","0","1","02","D","105","D","2018","D","","A","36","D","10","D","440","D","3","D","440","D","500","D","","A","","A","","A","0","D","0","D","0","D","","A","","A","","A","","A","","A","D","","A","2018","D","VOK"
"20191","04076611","20","0","1","01","D","105","D","2017","D","","A","48","D","12","D","731","D","3","D","","A","8000","D","3000","D","","A","","A","731","D","731","D","731","D","","A","","A","","A","3000","D","","A","D","","A","2017","D","FOR"
"20191","04077141","33","0","1","01","D","105","D","2018","D","","A","36","D","06","D","","C","3","D","","A","","A","","A","","A","","A","164","F","164","F","164","F","","A","","A","","A","","A","","A","D","","A","2018","D","HON"
"20191","04077901","9","0","1","01","D","105","D","2019","D",".50","D","36","D","12","D","370","D","3","D","","A","","A","2000","D","","A","","A","","A","","A","370","D","","A","","A","20","D","2000","D","","A","D","","A","2018","D","SUB"
"20191","04078251","21","0","1","01","D","105","D","2018","D","","A","36","D","04","D","250","D","3","D","","A","","A","2000","D","","A","","A","250","D","250","D","250","D","","A","","A","","A","2000","D","","A","D","","A","2018","D","CHE"
"20191","04078251","22","0","1","02","D","105","D","2018","D","","A","36","D","03","D","395","D","3","D","","A","","A","2000","D","","A","","A","395","D","395","D","395","D","","A","","A","","A","2000","D","","A","D","","A","2018","D","CHE"
"20191","04078291","10","0","1","01","D","105","D","2017","D","","A","36","D","06","D","578","D","3","D","","A","","A","20800","D","","A","","A","578","D","578","D","578","D","","A","","A","","A","20800","D","","A","D","","A","2017","D","FOR"
"20191","04078311","5","0","1","01","D","105","D","2015","D",".75","D","","C","01","D","463","D","3","D","","A","","A","4500","D","","A","","A","463","D","463","D","463","D","","A","","A","","A","4500","D","","A","D","","A","2017","D","TOY"
"20191","04078481","13","0","1","01","D","105","D","2017","D","","A","36","D","06","D","304","D","3","D","","A","500","D","900","D","","A","","A","304","D","304","D","304","D","","A","","A","","A","900","D","","A","D","","A","2017","D","MAZ"
"20191","04079931","29","0","1","01","D","105","D","2016","D","","A","36","D","07","D","308","D","3","D","","A","","A","2500","D","","A","","A","308","D","308","D","308","D","","A","","A","","A","2500","D","","A","D","","A","2016","D","JEE"
"20191","04090731","13","0","1","01","D","105","D","2012","D","","A","72","D","10","D","371","D","3","D","","A","","A","","A","","A","","A","371","D","371","D","371","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20191","04090811","25","0","1","01","D","105","D","2016","D",".50","D","39","D","06","D","596","D","3","D","","A","13000","D","","A","","A","","A","596","D","596","D","596","D","","A","","A","","A","","A","","A","D","","A","2016","D","CHE"
"20191","04091161","11","0","1","01","D","105","D","2018","D","","A","36","D","09","D","360","D","3","D","","A","2500","D","500","D","","A","","A","360","D","360","D","360","D","","A","","A","","A","500","D","","A","D","","A","2018","D","HON"
"20191","04091681","23","0","1","01","D","105","D","2017","D","","A","24","D","07","D","240","D","3","D","","A","","A","1000","D","","A","","A","240","D","240","D","240","D","","A","","A","","A","1000","D","","A","D","","A","2017","D","HON"
"20191","04091711","17","0","1","01","D","105","D","2017","D","","A","48","D","10","D","189","D","3","D","","A","","A","5000","D","","A","","A","189","D","189","D","189","D","","A","","A","","A","5000","D","","A","D","","A","2017","D","TOY"
"20191","04092271","11","0","1","01","D","105","D","2016","D","","A","36","D","06","D","250","D","3","D","","A","","A","","A","","A","","A","250","D","250","D","250","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20191","04092281","15","0","1","01","D","105","D","2018","D","","A","36","D","02","D","329","D","3","D","","A","","A","","A","","A","","A","329","D","329","D","329","D","","A","","A","","A","","A","","A","D","","A","2018","D","VOV"
"20191","04092291","11","0","1","01","D","105","D","2017","D","","A","39","D","08","D","550","D","3","D","","A","","C","","A","","A","","A","550","D","550","D","550","D","","A","","A","","A","","A","","A","D","","A","2017","D","FOR"
"20191","04092481","11","0","1","01","D","105","D","2016","D","","A","36","D","08","D","432","D","3","D","","A","","A","","A","","A","","A","432","D","432","D","432","D","","A","","A","","A","","A","","A","D","","A","2017","D","TOY"
"20191","04093221","14","0","1","01","D","105","D","2018","D","","A","36","D","10","D","290","D","3","D","","A","","A","1000","D","","A","","A","290","D","290","D","290","D","","A","","A","","A","1000","D","","A","D","","A","2018","D","HYU"
"20191","04093461","9","0","1","01","D","105","D","2017","D",".70","D","48","D","02","D","501","D","3","D","","A","1","D","","A","","A","","A","501","D","501","D","501","D","","A","","A","","A","","A","","A","D","","A","2017","D","VOK"
"20191","04093701","10","0","1","01","D","105","D","2017","D","","A","48","D","03","D","0","D","3","D","","A","","A","10000","D","","A","01","D","","A","","A","","A","","A","","A","","A","10000","D","","A","D","2018","D","2017","D","INF"
"20191","04093731","15","0","1","01","D","105","D","2018","D","","A","72","D","04","D","297","D","3","D","","A","","A","2300","D","","A","","A","297","D","297","D","297","D","","A","","A","","A","2300","D","","A","D","","A","2018","D","KIA"
"20191","04093871","11","0","1","01","D","105","D","2017","D","","A","24","D","01","D","320","D","3","D","","A","","A","","A","","A","","A","320","D","320","D","320","D","","A","","A","","A","","A","","A","D","","A","2017","D","MIN"
"20191","04093871","12","0","1","02","D","105","D","2018","D","","A","24","D","08","D","670","D","3","D","","A","","A","","A","","A","","A","670","D","670","D","670","D","","A","","A","","A","","A","","A","D","","A","2018","D","MIN"
"20191","04094171","17","0","1","01","D","105","D","2017","D","","A","36","D","07","F","246","D","3","D","","A","","A","","A","","A","","A","246","D","246","D","246","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20191","04094251","14","0","1","01","D","105","D","2018","D","","A","","C","01","F","","C","3","D","","A","","A","","C","","A","","A","315","F","315","F","315","F","","A","","A","","A","","B","","A","D","","A","2018","D","TOY"
"20191","04095291","13","0","1","01","D","105","D","2013","D","","A","12","D","01","D","565","D","3","D","","A","","A","","A","","A","01","D","565","D","565","D","565","D","","A","","A","","A","","A","","A","D","2018","D","2016","D","TOY"
"20191","04095441","16","0","1","01","D","105","D","2017","D","","A","36","D","08","D","1030","D","3","D","","A","","A","2000","D","","A","","A","1030","D","1030","D","1030","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","AUD"
"20191","04095441","17","0","1","02","D","105","D","2017","D","","A","39","D","09","D","890","D","3","D","","A","","A","2000","D","","A","","A","890","D","890","D","890","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","NIS"
"20191","04095731","19","0","1","01","D","105","D","2018","D","","A","36","D","04","D","250","D","3","D","","A","","C","","A","","A","","A","250","D","250","D","250","D","","A","","A","","A","","A","","A","D","","A","2018","D","NIS"
"20191","04096431","9","0","1","01","D","105","D","2018","D","","A","36","D","05","D","330","D","3","D","","A","","A","","A","","A","","A","330","D","330","D","330","D","","A","","A","","A","","A","","A","D","","A","2018","D","NIS"
"20191","04096611","7","0","1","01","D","105","D","2018","D","","A","36","D","05","D","230","D","3","D","","A","","A","","A","","A","","A","230","D","230","D","230","D","","A","","A","","A","","A","","A","D","","A","2018","D","HON"
