nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,bezighei,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
65988,1,1983,1,1,6,6,1,2,0,2,2,28,2,1,0,1,1
65988,2,1987,2,2,7,7,1,2,0,2,2,28,2,0,1,1,1
66050,1,1952,2,1,3,3,11,1,0,NA,NA,NA,1,1,1,0,2
66149,1,1985,1,1,7,6,1,4,2,1,1,28,3,0,1,1,1
66149,2,1989,2,2,6,6,1,4,2,1,1,28,3,1,0,1,1
66149,3,2015,1,5,8,8,13,4,2,1,1,28,3,0,0,1,1
66149,4,2018,2,5,8,8,13,4,2,1,1,28,3,0,0,1,1
66242,1,1958,2,1,3,3,1,1,0,NA,NA,NA,1,1,1,0,2
66245,1,1944,2,1,3,3,7,2,0,NA,NA,NA,2,1,0,1,2
66245,2,1948,1,3,3,3,8,2,0,NA,NA,NA,2,0,1,1,2
66257,1,1958,1,2,7,7,1,5,3,1,1,27,3,0,0,1,1
66257,2,1967,2,1,7,7,1,5,3,1,1,27,3,1,1,1,1
66257,3,1999,2,5,4,4,6,5,3,1,1,27,3,0,0,1,1
66257,4,2001,1,5,4,4,6,5,3,1,1,27,3,0,0,1,1
66257,5,2003,2,5,4,2,6,5,3,1,1,27,3,0,0,1,1
66262,1,1967,2,1,5,5,1,3,2,3,2,26,4,1,1,0,2
66262,3,2004,2,5,4,2,6,3,2,3,2,26,4,0,0,0,2
66262,7,2006,2,5,3,2,6,3,2,3,2,26,4,0,0,0,2
66332,1,1948,1,1,7,7,8,2,0,NA,NA,NA,2,0,1,1,1
66332,2,1948,2,2,7,4,8,2,0,NA,NA,NA,2,1,0,1,1
66420,1,1985,1,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,2
66430,1,1966,1,1,4,4,3,1,0,NA,NA,NA,1,1,1,0,1
66497,1,1977,2,2,5,5,1,3,1,5,3,21,3,0,1,1,1
66497,2,1981,1,1,6,5,1,3,1,5,3,21,3,1,0,1,1
66497,6,2013,2,5,2,8,13,3,1,5,3,21,3,0,0,1,1
66535,1,1981,2,1,6,6,1,2,0,NA,NA,NA,2,0,0,1,1
66535,2,1972,1,2,7,7,1,2,0,NA,NA,NA,2,1,1,1,1
66541,1,1966,2,2,5,5,3,2,0,NA,NA,NA,2,0,0,1,1
66541,2,1963,1,1,6,6,1,2,0,NA,NA,NA,2,1,1,1,1
66564,1,1972,2,2,6,5,1,2,0,NA,NA,NA,2,1,0,1,1
66564,2,1973,1,1,6,5,3,2,0,NA,NA,NA,2,0,1,1,1
66568,1,1940,1,1,6,6,8,2,0,2,4,23,2,1,1,1,1
66568,2,1940,2,2,6,6,8,2,0,2,4,23,2,0,0,1,1
66599,1,1947,1,1,4,4,8,1,0,1,2,26,1,1,1,0,1
66606,1,1982,1,2,5,5,1,4,2,NA,NA,NA,3,0,0,1,1
66606,2,1987,2,1,7,7,1,4,2,NA,NA,NA,3,1,1,1,1
66606,3,2015,2,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
66606,4,2017,1,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
66627,1,1990,2,1,7,4,1,3,0,NA,NA,NA,5,1,1,0,2
66627,2,1992,1,7,7,6,6,3,0,NA,NA,NA,5,0,0,0,2
66627,3,1994,1,7,7,7,6,3,0,NA,NA,NA,5,0,0,0,2
66673,1,1956,1,1,6,6,4,2,0,3,5,30,2,0,1,1,1
66673,2,1959,2,2,3,3,1,2,0,3,5,30,2,1,0,1,1
66741,1,1953,2,2,3,3,9,2,0,1,2,26,2,1,1,1,2
66741,2,1946,1,1,2,2,8,2,0,1,2,26,2,0,0,1,2
66782,1,1964,2,1,7,6,1,2,0,3,4,25,2,0,0,1,1
66782,2,1966,1,2,7,6,1,2,0,3,4,25,2,1,1,1,1
66785,1,1974,2,1,5,5,1,2,0,NA,NA,NA,2,1,1,1,2
66785,2,1971,1,3,5,5,1,2,0,NA,NA,NA,2,0,0,1,2
66865,1,1973,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
66889,1,1965,1,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,1
66926,1,1967,1,1,3,3,3,2,0,NA,NA,NA,2,1,1,1,1
66926,2,1970,2,3,3,3,2,2,0,NA,NA,NA,2,0,0,1,1
66967,1,1986,2,3,4,5,1,2,0,NA,NA,NA,2,1,0,1,1
66967,2,1984,1,1,6,6,3,2,0,NA,NA,NA,2,0,1,1,1
66998,1,1938,1,1,6,6,8,2,0,4,1,28,2,1,1,1,1
66998,2,1939,2,2,6,6,8,2,0,4,1,28,2,0,0,1,1
67011,1,1953,1,2,3,3,8,2,0,3,1,27,2,1,0,1,1
67011,2,1955,2,1,3,3,7,2,0,3,1,27,2,0,1,1,1
67057,1,1945,2,1,3,3,7,2,0,4,4,25,2,1,1,1,1
67057,2,1938,1,2,3,3,8,2,0,4,4,25,2,0,0,1,1
67168,1,1986,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
67307,1,1986,2,1,6,4,1,2,0,NA,NA,NA,2,1,0,1,2
67307,2,1984,1,3,6,6,1,2,0,NA,NA,NA,2,0,1,1,2
67354,1,1957,2,2,3,3,7,3,1,5,5,30,3,0,0,1,1
67354,2,1957,1,1,3,3,1,3,1,5,5,30,3,1,1,1,1
67354,3,1994,2,5,6,6,6,3,1,5,5,30,3,0,0,1,1
67357,1,1968,1,1,5,5,9,1,0,NA,NA,NA,1,1,1,0,2
67369,1,1980,1,1,5,5,1,4,2,NA,NA,NA,3,0,1,1,1
67369,2,1981,2,2,6,6,1,4,2,NA,NA,NA,3,1,0,1,1
67369,3,2013,1,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
67369,4,2016,1,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
67451,1,1994,2,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,2
67489,1,1957,1,1,5,5,4,1,0,NA,NA,NA,1,1,1,0,2
67515,1,1945,2,1,4,3,8,1,0,NA,NA,NA,1,1,1,0,1
67606,1,1969,1,1,6,6,3,2,0,3,5,30,2,1,1,1,1
67606,2,1963,2,2,5,5,1,2,0,3,5,30,2,0,0,1,1
67631,1,1955,2,1,3,3,1,1,0,NA,NA,NA,1,1,1,0,2
67637,1,1986,2,2,5,5,7,5,3,NA,NA,NA,3,1,0,1,1
67637,2,1984,1,1,6,6,3,5,3,NA,NA,NA,3,0,1,1,1
67637,3,2013,1,5,2,8,13,5,3,NA,NA,NA,3,0,0,1,1
67637,4,2015,1,5,8,8,13,5,3,NA,NA,NA,3,0,0,1,1
67637,5,2018,2,5,8,8,13,5,3,NA,NA,NA,3,0,0,1,1
67682,1,1953,1,1,6,6,8,2,0,2,4,25,2,0,1,1,1
67682,2,1951,2,2,3,3,8,2,0,2,4,25,2,1,0,1,1
67687,1,1951,1,1,3,3,8,2,0,NA,NA,NA,2,1,1,1,2
67687,2,1952,2,2,3,3,7,2,0,NA,NA,NA,2,0,0,1,2
67718,1,1959,1,1,7,7,1,1,0,2,5,31,1,1,1,0,1
67721,1,1931,1,1,3,3,8,2,0,2,1,28,2,0,1,1,2
67721,2,1946,2,2,6,4,8,2,0,2,1,28,2,1,0,1,2
67732,1,1983,2,1,7,7,1,4,2,2,5,30,3,1,1,1,1
67732,2,1988,1,3,6,6,1,4,2,2,5,30,3,0,0,1,1
67732,3,2014,2,5,2,8,6,4,2,2,5,30,3,0,0,1,1
67732,4,2017,1,5,8,8,13,4,2,2,5,30,3,0,0,1,1
67780,1,1965,1,1,4,3,9,4,2,2,4,23,4,1,1,0,2
67780,2,1987,1,5,5,5,1,4,2,2,4,23,4,0,0,0,2
67780,3,1992,2,5,5,9,6,4,2,2,4,23,4,0,0,0,2
67780,4,1972,2,6,5,4,5,4,2,2,4,23,4,0,0,0,2
67860,1,1991,2,1,6,4,6,2,0,2,3,21,2,1,1,1,2
67860,3,1983,1,3,6,6,4,2,0,2,3,21,2,0,0,1,2
67910,1,1951,2,1,3,3,7,1,0,4,5,30,1,1,1,0,1
67911,1,1991,1,1,7,7,1,2,0,NA,NA,NA,5,1,1,0,2
67911,2,1988,1,6,6,4,1,2,0,NA,NA,NA,5,0,0,0,2
67926,1,1976,2,3,3,3,1,4,2,NA,NA,NA,3,0,0,1,1
67926,2,2006,2,5,4,2,6,4,2,NA,NA,NA,3,0,0,1,1
67926,3,1973,1,1,3,3,3,4,2,NA,NA,NA,3,1,1,1,1
67926,4,2011,1,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
68058,1,1944,1,1,4,2,8,2,0,5,2,27,2,1,1,1,1
68058,2,1950,2,2,3,2,8,2,0,5,2,27,2,0,0,1,1
68075,1,1994,1,1,7,7,6,1,0,NA,NA,NA,1,1,1,0,2
68110,1,1980,2,3,7,7,1,4,2,NA,NA,NA,3,0,0,1,1
68110,2,1977,1,1,7,6,1,4,2,NA,NA,NA,3,1,1,1,1
68110,3,2010,2,5,2,8,13,4,2,NA,NA,NA,3,0,0,1,1
68110,4,2012,2,5,2,8,13,4,2,NA,NA,NA,3,0,0,1,1
68118,1,1978,1,1,6,6,1,4,2,NA,NA,NA,3,0,1,1,1
68118,2,1981,2,2,6,6,7,4,2,NA,NA,NA,3,1,0,1,1
68118,3,2008,1,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
68118,4,2012,2,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
68125,1,1950,1,1,7,7,8,2,0,4,5,30,2,1,1,1,1
68125,2,1951,2,2,6,6,8,2,0,4,5,30,2,0,0,1,1
68131,1,1941,1,1,3,3,8,2,0,5,2,28,2,1,1,1,1
68131,2,1945,2,2,4,2,8,2,0,5,2,28,2,0,0,1,1
68158,1,1995,1,1,6,6,1,1,0,2,4,25,1,1,1,0,2
68184,1,1962,1,1,3,2,1,2,0,NA,NA,NA,2,0,0,1,2
68184,2,1962,2,2,3,3,1,2,0,NA,NA,NA,2,1,1,1,2
68207,1,1986,2,3,5,5,1,2,0,NA,NA,NA,2,1,0,1,1
68207,2,1984,1,1,6,6,1,2,0,NA,NA,NA,2,0,1,1,1
68277,1,1951,1,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,1
68317,1,1954,2,1,5,5,7,1,0,5,2,29,1,1,1,0,2
68325,1,1930,1,1,7,7,8,1,0,4,5,30,1,1,1,0,1
68467,1,1987,2,2,7,7,1,3,1,NA,NA,NA,3,1,0,1,1
68467,2,1981,1,1,7,6,3,3,1,NA,NA,NA,3,0,1,1,1
68467,3,2014,2,5,2,8,6,3,1,NA,NA,NA,3,0,0,1,1
68544,1,1990,2,2,5,5,1,2,0,NA,NA,NA,2,1,0,1,1
68544,2,1988,1,1,5,5,1,2,0,NA,NA,NA,2,0,1,1,1
68568,1,1972,2,3,6,5,1,2,0,NA,NA,NA,2,0,0,1,1
68568,2,1971,1,1,5,5,1,2,0,NA,NA,NA,2,1,1,1,1
68664,1,1941,1,1,3,3,11,2,0,3,2,28,2,1,1,1,1
68664,2,1948,2,2,3,3,7,2,0,3,2,28,2,0,0,1,1
68676,1,1977,2,2,5,5,1,4,2,5,2,27,3,0,0,1,1
68676,2,1968,1,1,5,5,3,4,2,5,2,27,3,1,1,1,1
68676,3,2002,2,5,5,2,12,4,2,5,2,27,3,0,0,1,1
68676,4,2005,2,5,4,2,13,4,2,5,2,27,3,0,0,1,1
68688,1,1968,1,1,7,7,9,3,1,2,4,25,3,1,1,1,1
68688,2,1973,2,2,7,6,1,3,1,2,4,25,3,0,0,1,1
68688,3,1998,2,5,2,2,6,3,1,2,4,25,3,0,0,1,1
68734,1,1955,1,1,3,3,1,2,0,4,2,26,2,0,1,1,1
68734,2,1957,2,2,3,3,1,2,0,4,2,26,2,1,0,1,1
68779,1,1991,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
68784,1,1948,1,1,6,6,8,1,0,2,1,28,1,1,1,0,1
68817,1,1976,2,1,6,6,1,3,1,3,3,21,3,1,0,1,1
68817,2,1972,1,3,6,6,3,3,1,3,3,21,3,0,1,1,1
68817,3,2013,1,5,2,8,13,3,1,3,3,21,3,0,0,1,1
68844,1,1951,1,1,5,5,8,1,0,3,2,27,1,1,1,0,2
68858,1,1962,2,2,4,4,7,3,1,3,2,26,3,0,0,1,1
68858,2,1965,1,1,4,4,9,3,1,3,2,26,3,1,1,1,1
68858,6,2000,2,5,7,4,6,3,1,3,2,26,3,0,0,1,1
68865,1,1953,2,2,6,6,8,2,0,3,4,24,2,0,0,1,1
68865,2,1950,1,1,5,5,8,2,0,3,4,24,2,1,1,1,1
68928,1,1942,1,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
68949,1,1946,2,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,1
68999,1,1959,2,1,3,3,9,1,0,NA,NA,NA,1,1,1,0,2
69004,1,1981,1,1,5,5,1,4,2,NA,NA,NA,3,0,1,1,1
69004,2,2005,2,5,4,2,6,4,2,NA,NA,NA,3,0,0,1,1
69004,3,1985,2,2,6,6,1,4,2,NA,NA,NA,3,1,0,1,1
69004,4,2016,1,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
69008,1,1971,2,3,7,7,1,2,0,NA,NA,NA,2,0,0,1,1
69008,2,1969,1,1,7,7,1,2,0,NA,NA,NA,2,1,1,1,1
69010,1,1993,2,2,5,5,1,2,0,NA,NA,NA,2,1,0,1,1
69010,2,1992,1,1,5,5,1,2,0,NA,NA,NA,2,0,1,1,1
69012,1,1940,1,2,9,9,8,2,0,5,2,28,2,0,1,1,1
69012,2,1942,2,1,3,3,8,2,0,5,2,28,2,1,0,1,1
69021,1,1971,2,1,4,4,1,2,0,5,2,29,2,1,1,1,1
69021,2,1961,1,2,3,3,1,2,0,5,2,29,2,0,0,1,1
69035,1,1953,2,2,6,6,1,2,0,NA,NA,NA,2,0,0,1,1
69035,2,1952,1,1,6,6,8,2,0,NA,NA,NA,2,1,1,1,1
69053,1,1980,1,1,5,5,1,4,2,4,5,30,3,1,1,1,1
69053,2,1984,2,3,5,5,3,4,2,4,5,30,3,0,0,1,1
69053,3,2011,2,5,8,8,13,4,2,4,5,30,3,0,0,1,1
69053,4,2013,2,5,8,8,13,4,2,4,5,30,3,0,0,1,1
69059,1,1948,2,1,4,4,8,1,0,4,3,21,1,1,1,0,4
69094,1,1953,2,1,6,5,9,1,0,2,5,30,1,1,1,0,1
69151,1,1995,2,1,7,7,6,1,0,NA,NA,NA,1,1,1,0,2
69178,1,1947,1,1,6,4,8,2,0,NA,NA,NA,2,1,1,1,1
69178,2,1951,2,2,3,3,8,2,0,NA,NA,NA,2,0,0,1,1
69207,1,1953,1,1,6,6,8,2,0,3,2,27,2,1,1,1,1
69207,2,1952,2,2,5,5,11,2,0,3,2,27,2,0,0,1,1
69211,1,1969,1,1,5,5,1,4,2,2,5,31,3,1,1,1,1
69211,2,1970,2,3,5,5,1,4,2,2,5,31,3,0,0,1,1
69211,3,2001,1,5,9,2,6,4,2,2,5,31,3,0,0,1,1
69211,4,2003,2,5,4,2,6,4,2,2,5,31,3,0,0,1,1
69242,1,1954,2,1,7,7,10,1,0,1,1,27,1,1,1,0,2
69304,1,1962,2,1,6,6,1,1,0,NA,NA,NA,1,1,1,0,1
69341,1,1959,1,1,3,3,3,1,0,3,5,31,1,1,1,0,1
69373,1,1942,2,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
69408,1,1945,2,2,6,6,8,2,0,NA,NA,NA,2,1,0,1,1
69408,2,1947,1,1,6,6,8,2,0,NA,NA,NA,2,0,1,1,1
69409,1,1972,2,1,5,5,12,1,0,NA,NA,NA,1,1,1,0,2
69426,1,1961,1,2,5,3,7,6,3,NA,NA,NA,3,0,0,1,2
69426,2,1966,2,1,9,3,7,6,3,NA,NA,NA,3,1,1,1,2
69426,3,1992,2,5,3,3,7,6,3,NA,NA,NA,3,0,0,1,2
69426,4,1994,1,5,3,3,6,6,3,NA,NA,NA,3,0,0,1,2
69426,5,2007,1,6,3,3,6,6,3,NA,NA,NA,3,0,0,1,2
69426,6,1997,2,5,3,3,6,6,3,NA,NA,NA,3,0,0,1,2
69519,1,1943,2,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
69524,1,1989,1,1,6,6,1,2,0,2,2,28,2,1,1,1,1
69524,2,1995,2,3,7,7,1,2,0,2,2,28,2,0,0,1,1
69550,1,1976,1,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,1
69574,1,1964,1,1,4,5,1,4,2,4,3,22,3,1,1,1,1
69574,2,1964,2,2,5,5,7,4,2,4,3,22,3,0,0,1,1
69574,3,1992,1,5,6,6,1,4,2,4,3,22,3,0,0,1,1
69574,4,1996,1,5,7,6,6,4,2,4,3,22,3,0,0,1,1
69749,1,1946,2,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
69800,1,1975,1,1,6,6,1,1,0,3,4,23,1,1,1,0,1
69826,1,1979,1,1,7,7,1,5,3,5,3,22,3,1,1,1,1
69826,2,1977,2,3,7,7,1,5,3,5,3,22,3,0,0,1,1
69826,3,2008,1,5,2,8,6,5,3,5,3,22,3,0,0,1,1
69826,4,2011,1,5,2,8,6,5,3,5,3,22,3,0,0,1,1
69826,5,2014,2,5,2,8,6,5,3,5,3,22,3,0,0,1,1
69848,1,1956,2,2,3,3,7,2,0,NA,NA,NA,2,0,0,1,1
69848,2,1948,1,1,3,3,3,2,0,NA,NA,NA,2,1,1,1,1
69858,1,1954,2,1,5,5,8,1,0,NA,NA,NA,1,1,1,0,1
69890,1,1963,2,2,5,5,1,2,0,2,4,23,2,1,0,1,1
69890,2,1961,1,1,5,5,1,2,0,2,4,23,2,0,1,1,1
69949,1,1954,1,1,6,6,8,3,1,3,2,26,3,0,1,1,1
69949,2,1954,2,2,6,6,7,3,1,3,2,26,3,1,0,1,1
69949,5,1994,1,5,6,6,1,3,1,3,2,26,3,0,0,1,1
69960,1,1974,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
69969,1,1981,1,1,6,6,1,2,0,3,4,24,2,1,1,1,1
69969,2,1978,2,2,6,6,1,2,0,3,4,24,2,0,0,1,1
69998,1,1984,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
70021,1,1985,1,1,7,7,1,1,0,3,5,30,1,1,1,0,1
70034,1,1994,1,1,7,7,1,2,0,NA,NA,NA,2,0,1,1,2
70034,2,1995,2,3,6,6,4,2,0,NA,NA,NA,2,1,0,1,2
70066,1,1932,1,1,3,3,8,2,0,NA,NA,NA,2,1,1,1,2
70066,2,1942,2,2,3,3,11,2,0,NA,NA,NA,2,0,0,1,2
70203,1,1982,2,1,6,4,1,1,0,NA,NA,NA,1,1,1,0,1
70222,1,1956,2,1,5,5,1,1,0,5,4,25,1,1,1,0,2
70273,1,1958,2,1,3,3,9,1,0,NA,NA,NA,1,1,1,0,2
70292,1,1943,2,1,9,9,11,1,0,NA,NA,NA,1,1,1,0,2
70328,1,1973,1,1,3,3,1,4,2,5,5,31,3,0,0,1,2
70328,2,1980,2,2,5,3,12,4,2,5,5,31,3,1,1,1,2
70328,3,2009,1,5,8,8,13,4,2,5,5,31,3,0,0,1,2
70328,4,2016,1,5,8,8,13,4,2,5,5,31,3,0,0,1,2
70333,1,1978,1,1,6,6,1,5,3,2,2,27,3,1,1,1,1
70333,2,1975,2,2,4,4,1,5,3,2,2,27,3,0,0,1,1
70333,3,2010,1,5,2,8,13,5,3,2,2,27,3,0,0,1,1
70333,4,2013,1,5,2,8,13,5,3,2,2,27,3,0,0,1,1
70333,5,2013,1,5,2,8,13,5,3,2,2,27,3,0,0,1,1
70365,1,1979,2,2,3,3,7,3,1,NA,NA,NA,3,0,0,1,1
70365,4,1975,1,1,3,3,1,3,1,NA,NA,NA,3,1,1,1,1
70365,5,2018,2,5,8,8,13,3,1,NA,NA,NA,3,0,0,1,1
70428,1,1962,1,1,7,4,1,3,1,NA,NA,NA,3,1,1,1,2
70428,2,1962,2,2,6,4,1,3,1,NA,NA,NA,3,0,0,1,2
70428,3,1999,2,5,7,4,6,3,1,NA,NA,NA,3,0,0,1,2
70444,1,1954,2,2,5,5,8,2,0,4,4,25,2,1,0,1,1
70444,4,1952,1,1,5,5,8,2,0,4,4,25,2,0,1,1,1
70462,1,1965,1,1,5,5,1,1,0,2,1,27,1,1,1,0,1
70479,1,1975,2,2,7,7,3,4,2,1,3,20,3,1,1,1,1
70479,2,1974,1,1,7,7,4,4,2,1,3,20,3,0,0,1,1
70479,3,2010,1,5,8,8,13,4,2,1,3,20,3,0,0,1,1
70479,4,2013,2,5,8,8,13,4,2,1,3,20,3,0,0,1,1
70559,1,1977,2,1,6,6,1,2,1,2,5,30,4,1,1,0,1
70559,3,2011,2,5,2,8,6,2,1,2,5,30,4,0,0,0,1
70619,1,1949,2,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
70678,1,1944,1,1,3,3,8,2,0,NA,NA,NA,2,1,1,1,1
70678,2,1946,2,2,3,3,8,2,0,NA,NA,NA,2,0,0,1,1
70847,1,1945,1,1,4,4,8,2,0,NA,NA,NA,2,1,1,1,1
70847,2,1949,2,2,3,3,8,2,0,NA,NA,NA,2,0,0,1,1
70964,1,1971,1,1,6,4,3,4,2,1,2,27,3,0,1,1,1
70964,2,1971,2,3,6,6,1,4,2,1,2,27,3,1,0,1,1
70964,3,2005,2,5,4,2,6,4,2,1,2,27,3,0,0,1,1
70964,4,2013,1,5,2,8,6,4,2,1,2,27,3,0,0,1,1
71000,1,1975,1,1,5,5,9,1,0,NA,NA,NA,1,1,1,0,2
71021,1,1974,1,1,7,7,1,5,3,4,2,26,3,1,1,1,1
71021,2,1975,2,2,7,7,1,5,3,4,2,26,3,0,0,1,1
71021,3,2005,2,5,3,2,6,5,3,4,2,26,3,0,0,1,1
71021,4,2008,1,5,2,8,6,5,3,4,2,26,3,0,0,1,1
71021,5,2012,1,5,2,8,6,5,3,4,2,26,3,0,0,1,1
71064,1,1979,2,1,5,5,1,2,1,3,1,28,4,1,1,0,2
71064,3,2012,1,5,8,8,13,2,1,3,1,28,4,0,0,0,2
71133,1,1941,2,1,3,3,7,1,0,NA,NA,NA,1,1,1,0,1
71170,1,1992,2,1,6,6,1,1,0,NA,NA,NA,1,1,1,0,1
71198,1,1998,2,1,6,4,6,1,0,NA,NA,NA,1,1,1,0,2
71202,1,1956,1,1,6,6,8,2,0,3,2,26,2,1,1,1,1
71202,2,1955,2,2,6,4,8,2,0,3,2,26,2,0,0,1,1
71245,1,1995,1,1,6,4,1,1,0,NA,NA,NA,1,1,1,0,3
71311,1,1958,1,2,3,3,1,2,0,5,3,20,2,1,1,1,1
71311,2,1959,2,1,3,3,7,2,0,5,3,20,2,0,0,1,1
71315,1,1944,1,1,3,3,8,2,0,4,3,21,2,1,1,1,1
71315,2,1948,2,2,3,3,7,2,0,4,3,21,2,0,0,1,1
71341,1,1965,1,1,7,7,12,1,0,2,4,25,1,1,1,0,1
71360,1,1954,1,1,3,3,9,1,0,2,5,30,1,1,1,0,2
71428,1,1946,1,1,4,4,8,2,0,3,5,31,2,1,1,1,1
71428,2,1944,2,2,4,4,8,2,0,3,5,31,2,0,0,1,1
71442,1,1988,1,1,6,6,1,3,1,NA,NA,NA,3,1,1,1,1
71442,2,1993,2,2,6,6,1,3,1,NA,NA,NA,3,0,0,1,1
71442,3,2017,2,5,8,8,13,3,1,NA,NA,NA,3,0,0,1,1
71465,1,1979,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,2
71473,1,1967,1,1,5,3,1,3,1,3,4,24,3,1,1,1,1
71473,2,1970,2,2,5,5,1,3,1,3,4,24,3,0,0,1,1
71473,3,2004,2,5,3,2,12,3,1,3,4,24,3,0,0,1,1
71508,1,1992,2,3,7,7,1,2,0,NA,NA,NA,2,1,1,1,1
71508,2,1987,1,1,6,6,1,2,0,NA,NA,NA,2,0,0,1,1
71512,1,1982,2,3,5,5,9,3,1,NA,NA,NA,3,0,0,1,1
71512,2,1979,1,1,5,5,1,3,1,NA,NA,NA,3,1,1,1,1
71512,3,2013,2,5,2,8,6,3,1,NA,NA,NA,3,0,0,1,1
71544,1,1942,1,1,7,6,8,1,0,NA,NA,NA,1,1,1,0,1
71572,1,1938,1,1,7,7,11,2,0,NA,NA,NA,2,1,1,1,1
71572,2,1940,2,2,3,3,7,2,0,NA,NA,NA,2,0,0,1,1
71642,1,1968,1,1,5,5,1,6,3,4,4,25,3,0,1,1,3
71642,2,1973,2,2,6,6,1,6,3,4,4,25,3,1,0,1,3
71642,3,2005,2,5,1,8,13,6,3,4,4,25,3,0,0,1,3
71642,4,2007,1,5,2,8,13,6,3,4,4,25,3,0,0,1,3
71642,5,2009,1,5,2,8,13,6,3,4,4,25,3,0,0,1,3
71642,8,1974,2,7,2,2,9,6,3,4,4,25,3,0,0,1,3
71669,1,1939,1,1,3,3,8,2,0,4,2,27,2,1,1,1,1
71669,2,1944,2,2,3,3,8,2,0,4,2,27,2,0,0,1,1
71760,1,1964,2,3,5,5,3,2,0,1,2,26,2,0,0,1,1
71760,2,1960,1,1,5,5,3,2,0,1,2,26,2,1,1,1,1
71810,1,1985,2,1,3,3,4,2,1,NA,NA,NA,4,1,1,0,2
71810,2,2016,2,5,8,8,13,2,1,NA,NA,NA,4,0,0,0,2
71817,1,1942,1,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,1
71873,1,1951,1,1,6,6,8,2,0,NA,NA,NA,2,1,1,1,1
71873,2,1952,2,2,4,2,8,2,0,NA,NA,NA,2,0,0,1,1
71901,1,1952,1,1,3,3,11,1,0,NA,NA,NA,1,1,1,0,1
71907,1,1985,2,1,6,5,1,2,1,NA,NA,NA,4,1,1,0,2
71907,2,2008,1,5,2,8,13,2,1,NA,NA,NA,4,0,0,0,2
71972,1,1954,2,2,6,6,9,4,2,3,4,24,3,0,0,1,1
71972,2,1956,1,1,7,7,1,4,2,3,4,24,3,1,1,1,1
71972,3,1996,2,5,3,3,6,4,2,3,4,24,3,0,0,1,1
71972,4,1990,1,5,6,4,6,4,2,3,4,24,3,0,0,1,1
72000,1,1942,1,1,3,3,8,2,0,1,1,28,2,1,1,1,2
72000,2,1942,2,2,3,3,8,2,0,1,1,28,2,0,0,1,2
72012,1,1975,1,1,7,7,1,1,0,1,1,28,1,1,1,0,1
72048,1,1958,2,1,4,4,1,1,0,5,5,30,1,1,1,0,2
72078,1,1953,1,1,7,7,8,2,0,3,5,30,2,0,1,1,1
72078,2,1954,2,2,6,6,11,2,0,3,5,30,2,1,0,1,1
72084,1,1937,1,1,7,7,8,2,0,2,2,27,2,1,1,1,1
72084,2,1941,2,2,6,6,7,2,0,2,2,27,2,0,0,1,1
72090,1,1937,1,1,7,7,8,2,0,1,1,27,2,0,1,1,1
72090,2,1949,2,2,6,6,8,2,0,1,1,27,2,1,0,1,1
72122,1,1979,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,3
72158,1,1934,1,1,6,6,8,2,0,2,2,26,2,0,1,1,1
72158,2,1937,2,2,3,3,8,2,0,2,2,26,2,1,0,1,1
72167,1,1974,2,1,6,6,1,4,2,5,3,21,3,0,0,1,1
72167,2,1970,1,2,5,5,3,4,2,5,3,21,3,1,1,1,1
72167,3,2011,2,5,2,8,6,4,2,5,3,21,3,0,0,1,1
72167,4,2013,1,5,2,8,6,4,2,5,3,21,3,0,0,1,1
72226,1,1935,1,1,6,6,8,2,0,4,5,30,2,0,1,1,1
72226,2,1936,2,2,4,4,8,2,0,4,5,30,2,1,0,1,1
72273,1,1947,1,1,6,6,8,2,0,4,3,21,2,1,1,1,2
72273,2,1945,2,2,3,3,8,2,0,4,3,21,2,0,0,1,2
72309,1,1982,2,1,5,5,9,2,1,5,2,28,4,1,1,0,2
